O00418 P13639
O14654 O00329
O14654 O00459
O14654 P27986
O14654 P42336
O14654 P42338
O14654 Q92569
O15530 P31749
O15530 P31751
O15530 Q9Y243
O43318 O43741
O43318 P54619
O43318 P54646
O43318 Q13131
O43318 Q9UGI9
O43318 Q9UGJ0
O43318 Q9Y478
O43741 O00763
O43741 O60825
O43741 O95822
O43741 P04035
O43741 P13569
O43741 P13807
O43741 P16118
O43741 P42345
O43741 P49815
O43741 P54840
O43741 Q05469
O43741 Q13085
O43741 Q15717
O43741 Q16875
O43741 Q16877
O43741 Q53ET0
O43741 Q86TI0
O43741 Q8N122
O43741 Q92574
O43741 Q96B36
O43741 Q9UBK2
O43889 Q53ET0
P01308 P06213
P05019 P08069
P16220 Q53ET0
P31749 P49815
P31749 Q92574
P31751 P49815
P31751 Q92574
P35568 O00329
P35568 O00459
P35568 P27986
P35568 P42336
P35568 P42338
P35568 Q92569
P41159 P48357
P42345 O75385
P42345 P23443
P42345 P37231
P42345 Q13541
P42345 Q9UBS0
P49815 Q15382
P49815 Q92574
P54619 O00763
P54619 O60825
P54619 O95822
P54619 P04035
P54619 P13569
P54619 P13807
P54619 P16118
P54619 P42345
P54619 P49815
P54619 P54840
P54619 Q05469
P54619 Q13085
P54619 Q15717
P54619 Q16875
P54619 Q16877
P54619 Q53ET0
P54619 Q86TI0
P54619 Q8N122
P54619 Q92574
P54619 Q96B36
P54619 Q9UBK2
P54646 O00763
P54646 O60825
P54646 O95822
P54646 P04035
P54646 P13569
P54646 P13807
P54646 P16118
P54646 P42345
P54646 P49815
P54646 P54840
P54646 Q05469
P54646 Q13085
P54646 Q15717
P54646 Q16875
P54646 Q16877
P54646 Q53ET0
P54646 Q86TI0
P54646 Q8N122
P54646 Q92574
P54646 Q96B36
P54646 Q9UBK2
P61006 P14672
P61019 P14672
P61026 P14672
P61106 P14672
Q02930 Q53ET0
Q13131 O00763
Q13131 O60825
Q13131 O95822
Q13131 P04035
Q13131 P13569
Q13131 P13807
Q13131 P16118
Q13131 P42345
Q13131 P49815
Q13131 P54840
Q13131 Q05469
Q13131 Q13085
Q13131 Q15717
Q13131 Q16875
Q13131 Q16877
Q13131 Q53ET0
Q13131 Q86TI0
Q13131 Q8N122
Q13131 Q92574
Q13131 Q96B36
Q13131 Q9UBK2
Q15382 P42345
Q15382 Q8N122
Q15382 Q96B36
Q15717 P24385
Q15831 O43741
Q15831 P54619
Q15831 P54646
Q15831 Q13131
Q15831 Q9UGI9
Q15831 Q9UGJ0
Q15831 Q9Y478
Q15848 Q86V24
Q15848 Q96A54
Q15907 P14672
Q53ET0 O43889
Q53ET0 P16220
Q53ET0 Q02930
Q53ET0 Q68CJ9
Q53ET0 Q70SY1
Q53ET0 Q8TEY5
Q53ET0 Q96BA8
Q68CJ9 Q53ET0
Q70SY1 Q53ET0
Q86TI0 P61006
Q86TI0 P61019
Q86TI0 P61026
Q86TI0 P61106
Q86TI0 Q15907
Q8N122 O75385
Q8N122 P23443
Q8N122 P37231
Q8N122 Q13541
Q8N122 Q9UBS0
Q8TEY5 Q53ET0
Q92574 Q15382
Q96B36 O75385
Q96B36 P23443
Q96B36 P37231
Q96B36 Q13541
Q96B36 Q9UBS0
Q96BA8 Q53ET0
Q96RR4 O43741
Q96RR4 P54619
Q96RR4 P54646
Q96RR4 Q13131
Q96RR4 Q9UGI9
Q96RR4 Q9UGJ0
Q96RR4 Q9Y478
Q9UGI9 O00763
Q9UGI9 O60825
Q9UGI9 O95822
Q9UGI9 P04035
Q9UGI9 P13569
Q9UGI9 P13807
Q9UGI9 P16118
Q9UGI9 P42345
Q9UGI9 P49815
Q9UGI9 P54840
Q9UGI9 Q05469
Q9UGI9 Q13085
Q9UGI9 Q15717
Q9UGI9 Q16875
Q9UGI9 Q16877
Q9UGI9 Q53ET0
Q9UGI9 Q86TI0
Q9UGI9 Q8N122
Q9UGI9 Q92574
Q9UGI9 Q96B36
Q9UGI9 Q9UBK2
Q9UGJ0 O00763
Q9UGJ0 O60825
Q9UGJ0 O95822
Q9UGJ0 P04035
Q9UGJ0 P13569
Q9UGJ0 P13807
Q9UGJ0 P16118
Q9UGJ0 P42345
Q9UGJ0 P49815
Q9UGJ0 P54840
Q9UGJ0 Q05469
Q9UGJ0 Q13085
Q9UGJ0 Q15717
Q9UGJ0 Q16875
Q9UGJ0 Q16877
Q9UGJ0 Q53ET0
Q9UGJ0 Q86TI0
Q9UGJ0 Q8N122
Q9UGJ0 Q92574
Q9UGJ0 Q96B36
Q9UGJ0 Q9UBK2
Q9Y243 P49815
Q9Y243 Q92574
Q9Y478 O00763
Q9Y478 O60825
Q9Y478 O95822
Q9Y478 P04035
Q9Y478 P13569
Q9Y478 P13807
Q9Y478 P16118
Q9Y478 P42345
Q9Y478 P49815
Q9Y478 P54840
Q9Y478 Q05469
Q9Y478 Q13085
Q9Y478 Q15717
Q9Y478 Q16875
Q9Y478 Q16877
Q9Y478 Q53ET0
Q9Y478 Q86TI0
Q9Y478 Q8N122
Q9Y478 Q92574
Q9Y478 Q96B36
Q9Y478 Q9UBK2
Q9Y4H2 O00329
Q9Y4H2 O00459
Q9Y4H2 P27986
Q9Y4H2 P42336
Q9Y4H2 P42338
Q9Y4H2 Q92569
