#tail	head	KSP index	path cost
Q99523	P06493	1	5.62500e-01
P06493	P16220	1	5.62500e-01
P04629	P00519	2	4.21875e-01
P00519	P04637	2	4.21875e-01
P04637	P16220	2	4.21875e-01
P00519	P05412	3	4.21875e-01
P05412	P16220	3	4.21875e-01
P00519	P10275	4	4.21875e-01
P10275	P16220	4	4.21875e-01
P00519	P17676	5	4.21875e-01
P17676	P16220	5	4.21875e-01
P00519	P38398	6	4.21875e-01
P38398	P16220	6	4.21875e-01
P00519	Q05655	7	4.21875e-01
Q05655	P16220	7	4.21875e-01
P00519	Q09472	8	4.21875e-01
Q09472	P16220	8	4.21875e-01
P00519	Q13315	9	4.21875e-01
Q13315	P16220	9	4.21875e-01
P00519	Q13535	10	4.21875e-01
Q13535	P16220	10	4.21875e-01
P00519	Q15139	11	4.21875e-01
Q15139	P16220	11	4.21875e-01
P00519	Q9H2X6	12	4.21875e-01
Q9H2X6	P16220	12	4.21875e-01
P04629	P08238	13	4.21875e-01
P08238	P10275	13	4.21875e-01
P08238	P17612	14	4.21875e-01
P17612	P16220	14	4.21875e-01
P08238	P22694	15	4.21875e-01
P22694	P16220	15	4.21875e-01
P08238	P31749	16	4.21875e-01
P31749	P16220	16	4.21875e-01
P08238	P31751	17	4.21875e-01
P31751	P16220	17	4.21875e-01
P08238	P41279	18	4.21875e-01
P41279	P16220	18	4.21875e-01
P08238	P51817	19	4.21875e-01
P51817	P16220	19	4.21875e-01
P08238	Q02156	20	4.21875e-01
Q02156	P16220	20	4.21875e-01
P08238	Q15139	21	4.21875e-01
P08238	Q15418	22	4.21875e-01
Q15418	P16220	22	4.21875e-01
P08238	Q9Y243	23	4.21875e-01
Q9Y243	P16220	23	4.21875e-01
P04629	P18031	24	4.21875e-01
P18031	O75925	24	4.21875e-01
O75925	P16220	24	4.21875e-01
P18031	P15336	25	4.21875e-01
P15336	P16220	25	4.21875e-01
P18031	P31749	26	4.21875e-01
P18031	P49841	27	4.21875e-01
P49841	P16220	27	4.21875e-01
P18031	P68400	28	4.21875e-01
P68400	P16220	28	4.21875e-01
P04629	P19174	29	4.21875e-01
P19174	P10275	29	4.21875e-01
P04629	P08575	30	4.21875e-01
P08575	P27361	30	4.21875e-01
P27361	P16220	30	4.21875e-01
P19174	P31749	31	4.21875e-01
P19174	Q02156	32	4.21875e-01
P19174	Q05655	33	4.21875e-01
P19174	Q15139	34	4.21875e-01
P04629	P23467	35	4.21875e-01
P23467	P27361	35	4.21875e-01
