#id	mapped_name	kegg_name
4	O14920|O15111	hsa:1147|hsa:3551
5	P45983|P45984|P53779	hsa:5599|hsa:5601|hsa:5602
6	P27361|P28482	hsa:5594|hsa:5595
7	O43741|P54619|P54646|Q13131|Q9UGI9|Q9UGJ0|Q9Y478	hsa:51422|hsa:53632|hsa:5562|hsa:5563|hsa:5564|hsa:5565|hsa:5571
8	P01308	hsa:3630
10	O43524|P98177|Q12778	hsa:100132074|hsa:2308|hsa:2309|hsa:4303
11	Q07889|Q07890	hsa:6654|hsa:6655
12	P01111|P01112|P01116	hsa:3265|hsa:3845|hsa:4893
13	P36507|Q02750	hsa:5604|hsa:5605
14	P06213	hsa:3643
15	P04049|P10398|P15056	hsa:369|hsa:5894|hsa:673
16	P35558|Q16822	hsa:5105|hsa:5106
17	P35575|Q9BUM1|Q9NQR9	hsa:2538|hsa:57818|hsa:92579
18	P31749|P31751|Q9Y243	hsa:10000|hsa:207|hsa:208
19	O00329|O00459|P27986|P42336|P42338|Q92569	hsa:5290|hsa:5291|hsa:5293|hsa:5295|hsa:5296|hsa:8503
20	O15530	hsa:5170
21	O14654|P35568|Q9Y4H2	hsa:3667|hsa:8471|hsa:8660
43	P00533	hsa:1956
44	P62993	hsa:2885
48	Q13043	hsa:6789
53	P01133	hsa:1950
61	P60484	hsa:5728
68	Q13309	hsa:6502
69	Q00987	hsa:4193
70	Q09472|Q92793	hsa:1387|hsa:2033
71	Q96EB6	hsa:23411
72	P05019	hsa:3479
73	P08069	hsa:3480
76	O43524|P98177|Q12778	hsa:100132074|hsa:2308|hsa:2309|hsa:4303
79	P24941	hsa:1017
82	O95067|P14635|Q8WWL7	hsa:85417|hsa:891|hsa:9133
83	P24385|P30279	hsa:595|hsa:894
84	P42772	hsa:1030
85	P55273	hsa:1032
86	P38936	hsa:1026
87	P46527	hsa:1027
88	Q08999	hsa:5934
89	O00444|P53350|Q9H4B4|Q9NYY3	hsa:10733|hsa:10769|hsa:1263|hsa:5347
90	O75293|O95257|P24522	hsa:10912|hsa:1647|hsa:4616
91	P48023	hsa:356
92	O43521	hsa:10018
93	P50591	hsa:8743
94	P41182	hsa:604
95	P04040	hsa:847
96	P04179	hsa:6648
97	O75293|O95257|P24522	hsa:10912|hsa:1647|hsa:4616
98	Q13315	hsa:472
99	P41182	hsa:604
100	P16871	hsa:3575
101	Q9Y5W3	hsa:10365
102	O95977|P21453	hsa:1901|hsa:8698
103	P15918|P55895	hsa:5896|hsa:5897
115	Q13255	hsa:2911
117	Q86YM7|Q9NSB8|Q9NSC5	hsa:9454|hsa:9455|hsa:9456
118	Q99490	hsa:116986
119	P49674	hsa:102800317|hsa:1454
123	Q12983	hsa:664
124	O95166|P60520|Q9H0R8	hsa:11337|hsa:11345|hsa:23710
125	O94817	hsa:9140
129	O00141|Q96BR1|Q9HBY8	hsa:100533105|hsa:10110|hsa:23678|hsa:6446
133	P36897|P37173	hsa:7046|hsa:7048
134	P84022	hsa:4088
135	Q13485	hsa:4089
136	P84022	hsa:4088
137	Q13485	hsa:4089
143	P55316	hsa:2290
147	P40763	hsa:6774
149	P05231	hsa:3569
150	P22301	hsa:3586
154	Q9UBE8	hsa:51701
158	O15264|P53778|Q15759|Q16539	hsa:1432|hsa:5600|hsa:5603|hsa:6300
159	Q8WTS6	hsa:80854
162	Q99873	hsa:3276
164	Q93009	hsa:7874
166	Q8TCJ0|Q969P5	hsa:114907|hsa:26260
172	P14672	hsa:6517
173	Q15831	hsa:6794
179	Q16589	hsa:901
183	O43524|P98177|Q12778	hsa:100132074|hsa:2308|hsa:2309|hsa:4303
187	P01137|P10600|P61812	hsa:7040|hsa:7042|hsa:7043
