#id	component_ids	mapped_names	kegg_names
233	57|58|59|61|63	P04839|P13498|P14598|P19878|Q15080	hsa:1535|hsa:1536|hsa:4688|hsa:4689|hsa:653361
234	39|40	P05107|P11215	hsa:3684|hsa:3689
235	36|37	P05556|P13612	hsa:3676|hsa:3688
236	23|32	P05107|P20701	hsa:3683|hsa:3689
237	123|144	P05556|P13612	hsa:3676|hsa:3688
238	119|125	P05107|P20701	hsa:3683|hsa:3689
239	118|124	P05107|P11215	hsa:3684|hsa:3689
240	116|129	Q8WWW0	hsa:5906 hsa:5908|hsa:83593
