#id1	id2	type	subtype
79	191	PPrel	activation|phosphorylation
49	48	PPrel	inhibition
192	191	PPrel	activation
88	89	PPrel	binding/association
105	52	PPrel	activation
178	165	PPrel	inhibition
33	35	PPrel	activation
79	192	PPrel	activation
48	52	PPrel	inhibition
28	29	PPrel	activation
86	229	PPrel	indirect effect|inhibition
38	37	PPrel	activation
82	79	PPrel	activation
63	79	PPrel	inhibition
203	80	PPrel	activation
48	80	PPrel	inhibition
32	84	PPrel	activation
147	145	PPrel	activation
48	79	PPrel	inhibition
76	80	PPrel	activation
62	48	PPrel	binding/association
50	143	PPrel	activation
34	33	PPrel	activation
35	89	PPrel	activation
233	128	PPrel	binding/association
200	31	PPrel	binding/association
143	232	PPrel	binding/association
84	82	PPrel	activation
56	82	PPrel	activation
163	231	PPrel	binding/association
158	50	PPrel	activation
27	28	PPrel	activation
68	67	PPrel	binding/association
79	134	PPrel	activation|indirect effect
80	79	PPrel	activation|phosphorylation
83	105	PPrel	binding/association
39	230	PPrel	activation
79	150	PPrel	activation|indirect effect
162	165	PPrel	activation
83	47	PPrel	binding/association
150	151	PPrel	indirect effect|inhibition
29	59	PPrel	binding/association
112	80	PPrel	activation
29	30	PPrel	binding/association
165	164	PPrel	activation
79	124	PPrel	activation|phosphorylation
52	80	PPrel	activation
95	80	PPrel	activation
79	50	PPrel	activation|phosphorylation
40	39	PPrel	activation
168	162	PPrel	activation
79	122	PPrel	activation|phosphorylation
191	235	PPrel	activation|indirect effect
79	123	PPrel	activation|phosphorylation
31	53	PPrel	activation
50	140	PPrel	activation
37	74	PPrel	activation
230	69	PPrel	activation
101	79	PPrel	activation
140	141	PPrel	activation|dephosphorylation
95	79	PPrel	activation
