#id1	id2	type	subtype
309	310	ECrel	compound
176	310	ECrel	compound
206	219	ECrel	compound
161	433	ECrel	compound
433	278	ECrel	compound
432	173	ECrel	compound
432	182	ECrel	compound
432	180	ECrel	compound
432	181	ECrel	compound
432	187	ECrel	compound
432	185	ECrel	compound
432	307	ECrel	compound
432	186	ECrel	compound
432	184	ECrel	compound
180	181	ECrel	compound
185	186	ECrel	compound
437	291	ECrel	compound
292	437	ECrel	compound
201	435	ECrel	compound
202	435	ECrel	compound
183	435	ECrel	compound
171	435	ECrel	compound
435	258	ECrel	compound
435	184	ECrel	compound
435	195	ECrel	compound
435	208	ECrel	compound
435	204	ECrel	compound
442	179	ECrel	compound
442	309	ECrel	compound
442	177	ECrel	compound
442	175	ECrel	compound
177	175	ECrel	compound
442	176	ECrel	compound
442	310	ECrel	compound
442	182	ECrel	compound
442	184	ECrel	compound
442	186	ECrel	compound
442	185	ECrel	compound
442	187	ECrel	compound
442	307	ECrel	compound
442	432	ECrel	compound
442	172	ECrel	compound
179	310	ECrel	compound
179	178	ECrel	compound
179	308	ECrel	compound
179	283	ECrel	compound
178	283	ECrel	compound
308	283	ECrel	compound
283	189	ECrel	compound
189	190	ECrel	compound
282	189	ECrel	compound
282	190	ECrel	compound
190	191	ECrel	compound
176	173	ECrel	compound
175	173	ECrel	compound
310	173	ECrel	compound
309	173	ECrel	compound
172	173	ECrel	compound
258	201	ECrel	compound
277	161	ECrel	compound
258	202	ECrel	compound
277	278	ECrel	compound
201	301	ECrel	compound
161	278	ECrel	compound
201	200	ECrel	compound
161	162	ECrel	compound
202	301	ECrel	compound
162	164	ECrel	compound
202	200	ECrel	compound
164	165	ECrel	compound
203	204	ECrel	compound
165	256	ECrel	compound
203	208	ECrel	compound
256	166	ECrel	compound
203	195	ECrel	compound
166	170	ECrel	compound
203	184	ECrel	compound
170	169	ECrel	compound
203	183	ECrel	compound
169	168	ECrel	compound
203	171	ECrel	compound
168	300	ECrel	compound
203	258	ECrel	compound
168	167	ECrel	compound
203	301	ECrel	compound
300	167	ECrel	compound
203	200	ECrel	compound
167	171	ECrel	compound
217	262	ECrel	compound
217	205	ECrel	compound
217	204	ECrel	compound
217	215	ECrel	compound
248	249	ECrel	compound
262	205	ECrel	compound
291	292	ECrel	compound
262	204	ECrel	compound
184	183	ECrel	compound
262	215	ECrel	compound
184	171	ECrel	compound
205	204	ECrel	compound
184	258	ECrel	compound
205	215	ECrel	compound
184	301	ECrel	compound
204	215	ECrel	compound
184	200	ECrel	compound
193	217	ECrel	compound
184	204	ECrel	compound
243	270	ECrel	compound
184	208	ECrel	compound
295	236	ECrel	compound
184	195	ECrel	compound
295	296	ECrel	compound
183	171	ECrel	compound
295	235	ECrel	compound
183	258	ECrel	compound
295	270	ECrel	compound
183	301	ECrel	compound
243	261	ECrel	compound
183	200	ECrel	compound
261	236	ECrel	compound
183	204	ECrel	compound
261	296	ECrel	compound
183	208	ECrel	compound
261	235	ECrel	compound
183	195	ECrel	compound
261	270	ECrel	compound
171	258	ECrel	compound
261	295	ECrel	compound
171	301	ECrel	compound
206	141	ECrel	compound
171	200	ECrel	compound
206	235	ECrel	compound
171	204	ECrel	compound
206	296	ECrel	compound
171	208	ECrel	compound
206	236	ECrel	compound
171	195	ECrel	compound
207	141	ECrel	compound
258	301	ECrel	compound
207	235	ECrel	compound
258	200	ECrel	compound
207	296	ECrel	compound
258	204	ECrel	compound
207	236	ECrel	compound
258	208	ECrel	compound
219	141	ECrel	compound
258	195	ECrel	compound
219	235	ECrel	compound
301	204	ECrel	compound
219	296	ECrel	compound
301	208	ECrel	compound
219	236	ECrel	compound
301	195	ECrel	compound
141	235	ECrel	compound
200	204	ECrel	compound
141	296	ECrel	compound
200	208	ECrel	compound
141	236	ECrel	compound
200	195	ECrel	compound
204	208	ECrel	compound
204	195	ECrel	compound
208	195	ECrel	compound
183	182	ECrel	compound
195	196	ECrel	compound
195	213	ECrel	compound
196	213	ECrel	compound
213	211	ECrel	compound
213	254	ECrel	compound
213	208	ECrel	compound
191	211	ECrel	compound
191	254	ECrel	compound
191	208	ECrel	compound
211	208	ECrel	compound
254	208	ECrel	compound
193	215	ECrel	compound
235	445	ECrel	compound
193	211	ECrel	compound
445	270	ECrel	compound
193	254	ECrel	compound
296	445	ECrel	compound
193	144	ECrel	compound
236	445	ECrel	compound
193	255	ECrel	compound
193	221	ECrel	compound
215	211	ECrel	compound
243	445	ECrel	compound
215	254	ECrel	compound
295	445	ECrel	compound
215	144	ECrel	compound
445	244	ECrel	compound
215	255	ECrel	compound
298	445	ECrel	compound
215	221	ECrel	compound
212	445	ECrel	compound
211	255	ECrel	compound
218	445	ECrel	compound
211	221	ECrel	compound
205	445	ECrel	compound
254	144	ECrel	compound
203	445	ECrel	compound
254	221	ECrel	compound
444	432	ECrel	compound
144	221	ECrel	compound
444	172	ECrel	compound
255	221	ECrel	compound
444	182	ECrel	compound
274	262	ECrel	compound
444	184	ECrel	compound
205	203	ECrel	compound
444	185	ECrel	compound
205	244	ECrel	compound
444	307	ECrel	compound
205	261	ECrel	compound
444	186	ECrel	compound
205	206	ECrel	compound
187	444	ECrel	compound
205	207	ECrel	compound
181	444	ECrel	compound
205	219	ECrel	compound
180	444	ECrel	compound
205	298	ECrel	compound
442	444	ECrel	compound
205	218	ECrel	compound
435	203	ECrel	compound
205	212	ECrel	compound
203	244	ECrel	compound
203	261	ECrel	compound
203	206	ECrel	compound
203	207	ECrel	compound
203	219	ECrel	compound
203	298	ECrel	compound
203	218	ECrel	compound
203	212	ECrel	compound
244	261	ECrel	compound
244	206	ECrel	compound
244	207	ECrel	compound
244	219	ECrel	compound
244	298	ECrel	compound
244	218	ECrel	compound
244	212	ECrel	compound
184	180	ECrel	compound
184	181	ECrel	compound
184	187	ECrel	compound
184	185	ECrel	compound
184	186	ECrel	compound
184	307	ECrel	compound
232	236	ECrel	compound
180	187	ECrel	compound
232	296	ECrel	compound
180	185	ECrel	compound
232	235	ECrel	compound
180	186	ECrel	compound
232	141	ECrel	compound
180	307	ECrel	compound
232	219	ECrel	compound
181	187	ECrel	compound
232	207	ECrel	compound
181	185	ECrel	compound
232	206	ECrel	compound
181	186	ECrel	compound
273	297	ECrel	compound
181	307	ECrel	compound
273	238	ECrel	compound
187	185	ECrel	compound
221	298	ECrel	compound
187	186	ECrel	compound
221	218	ECrel	compound
187	307	ECrel	compound
221	241	ECrel	compound
185	196	ECrel	compound
220	298	ECrel	compound
185	210	ECrel	compound
220	218	ECrel	compound
307	196	ECrel	compound
220	241	ECrel	compound
307	210	ECrel	compound
213	191	ECrel	compound
186	196	ECrel	compound
177	173	ECrel	compound
186	210	ECrel	compound
181	172	ECrel	compound
196	210	ECrel	compound
181	182	ECrel	compound
210	187	ECrel	compound
180	172	ECrel	compound
187	282	ECrel	compound
180	182	ECrel	compound
180	179	ECrel	compound
172	182	ECrel	compound
180	309	ECrel	compound
172	184	ECrel	compound
180	177	ECrel	compound
172	186	ECrel	compound
180	175	ECrel	compound
172	307	ECrel	compound
180	176	ECrel	compound
172	185	ECrel	compound
180	310	ECrel	compound
172	187	ECrel	compound
181	179	ECrel	compound
182	184	ECrel	compound
181	309	ECrel	compound
182	186	ECrel	compound
181	177	ECrel	compound
182	307	ECrel	compound
181	175	ECrel	compound
182	185	ECrel	compound
181	176	ECrel	compound
182	187	ECrel	compound
181	310	ECrel	compound
307	185	ECrel	compound
179	309	ECrel	compound
177	309	ECrel	compound
179	177	ECrel	compound
177	176	ECrel	compound
179	175	ECrel	compound
177	310	ECrel	compound
179	176	ECrel	compound
309	176	ECrel	compound
261	206	ECrel	compound
261	207	ECrel	compound
261	219	ECrel	compound
261	298	ECrel	compound
261	218	ECrel	compound
261	212	ECrel	compound
206	298	ECrel	compound
206	218	ECrel	compound
206	212	ECrel	compound
207	298	ECrel	compound
207	218	ECrel	compound
207	212	ECrel	compound
219	298	ECrel	compound
219	218	ECrel	compound
219	212	ECrel	compound
298	212	ECrel	compound
218	212	ECrel	compound
212	241	ECrel	compound
241	298	ECrel	compound
241	218	ECrel	compound
220	221	ECrel	compound
240	220	ECrel	compound
272	220	ECrel	compound
237	273	ECrel	compound
237	240	ECrel	compound
237	272	ECrel	compound
273	240	ECrel	compound
273	272	ECrel	compound
237	238	ECrel	compound
297	237	ECrel	compound
141	238	ECrel	compound
141	297	ECrel	compound
141	237	ECrel	compound
236	270	ECrel	compound
296	270	ECrel	compound
235	270	ECrel	compound
233	232	ECrel	compound
295	244	ECrel	compound
243	244	ECrel	compound
243	236	ECrel	compound
243	296	ECrel	compound
243	235	ECrel	compound
