#id1	id2	type	subtype
74	64	PPrel	activation
67	74	PPrel	binding/association
48	74	PPrel	binding/association
73	57	PPrel	activation
78	82	PPrel	compound
57	69	PPrel	activation
65	66	PPrel	compound
147	70	PPrel	activation
69	66	PPrel	compound
52	51	PPrel	compound
59	66	PPrel	compound
54	66	PPrel	compound
157	173	PPrel	binding/association
62	66	PPrel	compound
166	158	PPrel	binding/association
65	49	PPrel	compound
164	79	PPrel	binding/association
69	49	PPrel	compound
59	49	PPrel	compound
74	30	PPrel	activation
54	49	PPrel	compound
74	29	PPrel	activation
80	83	PPrel	activation
62	49	PPrel	compound
74	31	PPrel	binding/association
52	68	PPrel	compound
47	74	PPrel	binding/association
83	78	PPrel	activation
82	81	PPrel	inhibition|phosphorylation
81	79	PPrel	inhibition
56	59	PPrel	activation
