#id1	id2	type	subtype
280	312	ECrel	compound
75	77	ECrel	compound
313	296	ECrel	compound
316	264	ECrel	compound
164	177	ECrel	compound
311	291	ECrel	compound
164	176	ECrel	compound
280	291	ECrel	compound
232	238	ECrel	compound
162	177	ECrel	compound
201	189	ECrel	compound
38	75	ECrel	compound
298	291	ECrel	compound
281	312	ECrel	compound
297	291	ECrel	compound
264	312	ECrel	compound
38	77	ECrel	compound
183	201	ECrel	compound
297	312	ECrel	compound
154	126	ECrel	compound
38	76	ECrel	compound
154	144	ECrel	compound
316	281	ECrel	compound
76	77	ECrel	compound
280	297	ECrel	compound
295	318	ECrel	compound
41	78	ECrel	compound
131	129	ECrel	compound
313	318	ECrel	compound
80	92	ECrel	compound
317	316	ECrel	compound
39	80	ECrel	compound
126	144	ECrel	compound
317	296	ECrel	compound
162	175	ECrel	compound
175	177	ECrel	compound
317	315	ECrel	compound
312	291	ECrel	compound
264	298	ECrel	compound
264	297	ECrel	compound
124	309	ECrel	compound
281	291	ECrel	compound
124	310	ECrel	compound
131	309	ECrel	compound
281	298	ECrel	compound
131	310	ECrel	compound
281	297	ECrel	compound
154	129	ECrel	compound
295	280	ECrel	compound
280	298	ECrel	compound
310	129	ECrel	compound
295	281	ECrel	compound
310	126	ECrel	compound
311	281	ECrel	compound
295	264	ECrel	compound
124	129	ECrel	compound
310	144	ECrel	compound
281	296	ECrel	compound
309	126	ECrel	compound
264	296	ECrel	compound
316	280	ECrel	compound
230	238	ECrel	compound
280	296	ECrel	compound
202	199	ECrel	compound
309	144	ECrel	compound
73	74	ECrel	compound
72	74	ECrel	compound
295	296	ECrel	compound
176	177	ECrel	compound
230	238	ECrel	compound
313	315	ECrel	compound
295	316	ECrel	compound
311	264	ECrel	compound
313	316	ECrel	compound
230	232	ECrel	compound
313	280	ECrel	compound
79	81	ECrel	compound
313	264	ECrel	compound
42	79	ECrel	compound
186	203	ECrel	compound
313	281	ECrel	compound
81	93	ECrel	compound
314	296	ECrel	compound
42	81	ECrel	compound
314	315	ECrel	compound
124	134	ECrel	compound
42	81	ECrel	compound
314	316	ECrel	compound
42	93	ECrel	compound
183	186	ECrel	compound
315	281	ECrel	compound
104	106	ECrel	compound
315	264	ECrel	compound
115	116	ECrel	compound
314	280	ECrel	compound
104	115	ECrel	compound
314	264	ECrel	compound
104	116	ECrel	compound
315	280	ECrel	compound
230	237	ECrel	compound
314	281	ECrel	compound
231	238	ECrel	compound
264	291	ECrel	compound
230	231	ECrel	compound
311	298	ECrel	compound
311	280	ECrel	compound
321	176	ECrel	compound
322	176	ECrel	compound
329	231	ECrel	compound
329	230	ECrel	compound
307	332	ECrel	compound
320	177	ECrel	compound
320	176	ECrel	compound
307	78	ECrel	compound
321	177	ECrel	compound
331	78	ECrel	compound
322	177	ECrel	compound
332	78	ECrel	compound
320	177	ECrel	compound
330	230	ECrel	compound
321	177	ECrel	compound
301	82	ECrel	compound
164	177	ECrel	compound
90	302	ECrel	compound
322	177	ECrel	compound
333	106	ECrel	compound
320	177	ECrel	compound
333	115	ECrel	compound
144	319	ECrel	compound
126	319	ECrel	compound
333	116	ECrel	compound
319	129	ECrel	compound
330	230	ECrel	compound
330	232	ECrel	compound
131	319	ECrel	compound
329	230	ECrel	compound
322	177	ECrel	compound
329	232	ECrel	compound
164	177	ECrel	compound
175	324	ECrel	compound
175	326	ECrel	compound
124	319	ECrel	compound
175	325	ECrel	compound
318	281	ECrel	compound
177	324	ECrel	compound
318	264	ECrel	compound
177	326	ECrel	compound
330	231	ECrel	compound
318	280	ECrel	compound
317	280	ECrel	compound
314	318	ECrel	compound
177	325	ECrel	compound
331	41	ECrel	compound
317	281	ECrel	compound
317	264	ECrel	compound
321	177	ECrel	compound
