#id	mapped_name	kegg_name
73	O43592	hsa:11260
74	P62826	hsa:5901
75	P62826	hsa:5901
76	O14980	hsa:7514
77	P52298|Q09161	hsa:22916|hsa:4686
78	Q9H814	hsa:51808
79	P54105	hsa:1207
105	O14893	hsa:8487
106	Q16637	hsa:6606|hsa:6607
107	Q9UHI6	hsa:11218
108	Q8TEQ6	hsa:25929
109	P57678	hsa:50628
110	Q9H840	hsa:79760
111	Q9NWZ8	hsa:54960
112	Q9Y3F4	hsa:11171
113	Q96RS0	hsa:96764
114	Q8WXD5	hsa:79833
123	Q14974	hsa:3837
124	O95149	hsa:10073
136	Q9Y5S9	hsa:9939
137	P61326|Q96A72	hsa:4116|hsa:55110
138	P38919	hsa:9775
139	O15234	hsa:22794
140	Q9UKV3	hsa:22985
141	Q15287	hsa:10921
142	O00422	hsa:10284
143	Q8IYB3	hsa:10250
146	Q9GZY0|Q9H1B4|Q9H4D5|Q9UBU9	hsa:10482|hsa:55998|hsa:56000|hsa:56001|hsa:728343
148	Q9H307	hsa:5411
149	Q86V81	hsa:10189
150	Q9NPJ8|Q9UKK6	hsa:29107|hsa:55916
151	P52298|Q09161	hsa:22916|hsa:4686
178	Q9BVL2	hsa:9818
179	Q92621	hsa:23165
180	Q5SRE5	hsa:23511
181	P37198	hsa:23636
182	P12270	hsa:7175
183	P49790	hsa:9972
184	Q8N1F7	hsa:9688
185	Q7Z3B4	hsa:53371
186	Q9UKX7	hsa:10762
187	O75694	hsa:9631
188	Q9HC62	hsa:59343
189	P52948	hsa:4928
190	Q8NFH4	hsa:79023
191	P55735	hsa:6396
192	Q12769	hsa:23279
193	P57740	hsa:57122
194	Q9BW27	hsa:79902
195	Q96EE3	hsa:81929
196	P52948	hsa:4928
197	P78406	hsa:8480
198	Q8NFH3	hsa:348995
199	Q8WUM0	hsa:55746
200	Q5VU65|Q8TEM1	hsa:23225|hsa:91181
201	Q96HA1|Q96KW2	hsa:100101267|hsa:94026|hsa:9883
202	Q9BTX1	hsa:55706
203	P35658	hsa:8021
204	Q99567	hsa:4927
205	P49792	hsa:5903
206	P63279	hsa:7329
207	P46060	hsa:5905
208	P55854|P61956|P63165|Q6EEV6	hsa:387082|hsa:6612|hsa:6613|hsa:7341
209	O15504	hsa:11097
210	Q9NRG9	hsa:8086
211	O14744	hsa:10419
216	P62826	hsa:5901
217	Q9HAV4	hsa:57510
218	P68104|Q05639	hsa:1915|hsa:1917
228	P62826	hsa:5901
229	O14980	hsa:7514
230	Q96D46	hsa:51068
233	Q92900	hsa:5976
234	Q13838	hsa:7919
250	Q9BRP8	hsa:84305
251	O14602|O60739|P41567|P47813	hsa:10209|hsa:10289|hsa:1964|hsa:9086
252	B5ME19|O00303|O15371|O15372|O75821|O75822|P55884|P60228|Q13347|Q14152|Q99613	hsa:3646|hsa:728689|hsa:8661|hsa:8662|hsa:8663|hsa:8664|hsa:8665|hsa:8666|hsa:8667|hsa:8668|hsa:8669
255	Q96Q11	hsa:51095
256	O75817|O75818|O95059|O95707|P78345|P78346|Q8N5L8|Q969H6|Q99575|Q9BUL9|Q9H633	hsa:10248|hsa:10556|hsa:10557|hsa:10775|hsa:10799|hsa:10940|hsa:11102|hsa:138716|hsa:51367|hsa:54913|hsa:79897
257	Q9BQ52|Q9H777	hsa:55520|hsa:60528
258	Q96FV9	hsa:9984
259	Q8NI27	hsa:57187
260	Q96J01	hsa:84321
261	Q13769	hsa:8563
262	Q86W42	hsa:79228
263	Q6I9Y2	hsa:80145
284	P11940|Q13310|Q5JQF8|Q96DU9|Q9H361	hsa:132430|hsa:140886|hsa:26986|hsa:340529|hsa:5042|hsa:645974|hsa:80336|hsa:8761
289	P05198|P20042|P41091	hsa:1965|hsa:1968|hsa:8894
290	Q9H074	hsa:10605
291	P60842|Q14240	hsa:1973|hsa:1974
292	A6NMX2|O60573|P06730	hsa:1977|hsa:253314|hsa:9470
293	O43432|P78344|Q04637	hsa:1981|hsa:1982|hsa:8672
295	P55010	hsa:1983
296	Q9HAU5	hsa:26019
297	Q9BZI7|Q9H1J1	hsa:65109|hsa:65110
299	P23588	hsa:1975
310	O60516|Q13541|Q13542	hsa:1978|hsa:1979|hsa:8637
311	Q9Y6A5	hsa:10460
332	O60841	hsa:9669
333	P49770|Q13144|Q14232|Q9NR50|Q9UI10	hsa:1967|hsa:8890|hsa:8891|hsa:8892|hsa:8893
335	Q8NFH5	hsa:129401
383	Q7L576|Q96F07	hsa:23191|hsa:26999
384	P51114|P51116|Q06787	hsa:2332|hsa:8087|hsa:9513
