#id	mapped_name	kegg_name
12	P01111|P01112|P01116	hsa:3265|hsa:3845|hsa:4893
13	P37231	hsa:5468
14	P15056	hsa:673
15	P15056	hsa:673
16	P27361|P28482	hsa:5594|hsa:5595
17	P36507|Q02750	hsa:5604|hsa:5605
18	P37231|Q06710	hsa:5468|hsa:7849
19	P19793|P28702|P48443	hsa:6256|hsa:6257|hsa:6258
20	P35222	hsa:1499
21	P01106	hsa:4609
22	P12830	hsa:999
24	P27361|P28482	hsa:5594|hsa:5595
25	P24385	hsa:595
26	P36507|Q02750	hsa:5604|hsa:5605
27	P15056	hsa:673
28	P01111|P01112|P01116	hsa:3265|hsa:3845|hsa:4893
29	P07949|Q13772|Q16204	hsa:5979|hsa:8030|hsa:8031
30	P04629|P06753|P12270|Q92734	hsa:10342|hsa:4914|hsa:7170|hsa:7175
31	P36402|Q9HCS4|Q9NQB0|Q9UJU2	hsa:51176|hsa:6932|hsa:6934|hsa:83439
76	P04637	hsa:7157
82	P38936	hsa:1026
83	O75293|O95257|P24522	hsa:10912|hsa:1647|hsa:4616
84	Q07812	hsa:581
85	Q16611	hsa:578
86	Q92466	hsa:1643
87	Q9UBT6	hsa:51426
