#id	mapped_name	kegg_name
38	Q9NR96	hsa:54106
39	Q99836	hsa:4615
40	P29459|P29460	hsa:3592|hsa:3593
41	Q14116	hsa:3606
45	P01579	hsa:3458
46	P01375	hsa:7124
48	O14791	hsa:8542
60	P16581	hsa:6401
61	P19320	hsa:7412
62	Q16363	hsa:3910
71	P01584	hsa:3553
91	P22301	hsa:3586
96	P05231	hsa:3569
102	P05362	hsa:3383
105	P52888	hsa:7064
124	P00739	hsa:3250
125	P02647	hsa:335
126	P68871|P69905	hsa:3039|hsa:3040|hsa:3043
131	P14902|Q6ZQW0	hsa:169355|hsa:3620
138	P25445	hsa:355
140	P48023	hsa:356
150	P55085	hsa:2150
153	P50148	hsa:2776
154	Q00722|Q01970|Q15147|Q9NQ66	hsa:23236|hsa:5330|hsa:5331|hsa:5332
164	P05129|P05771|P17252	hsa:5578|hsa:5579|hsa:5582
175	P01042	hsa:3827
176	P01160	hsa:4878
