#id	component_ids	mapped_names	kegg_names
351	233|234|235|236	O75143|Q8TDY2|Q9BSB4	hsa:60673|hsa:8408 hsa:9706|hsa:9776|hsa:9821
352	240|241|242|243|244	Q6ZNE5|Q8NEB9|Q96F24|Q99570	hsa:22863|hsa:29982|hsa:30849|hsa:441925 hsa:8678|hsa:5289
353	29|30|31|32	Q13127|Q96ST3|Q9UKL0	hsa:23186|hsa:25942|hsa:3065 hsa:3066|hsa:5978
354	85|87	P04637|P42858	hsa:3064|hsa:7157
355	126|127|129	O00291	hsa:1173 hsa:1175 hsa:160 hsa:161 hsa:163|hsa:1211 hsa:1212 hsa:1213 hsa:8218|hsa:3092
356	160|161|162	P42858	hsa:10488 hsa:1385 hsa:148327 hsa:64764 hsa:84699 hsa:90993 hsa:9586|hsa:3064|hsa:6874 hsa:6875
357	215|216	O75460|Q12933	hsa:2081|hsa:7186
358	133|134|135	O00291|Q14790|Q9NWB7	hsa:3092|hsa:55081|hsa:841
