#id1	id2	type	subtype
99	119	ECrel	compound
108	120	ECrel	compound
117	107	ECrel	compound
117	108	ECrel	compound
59	74	ECrel	compound
88	79	ECrel	compound
108	119	ECrel	compound
107	120	ECrel	compound
99	118	ECrel	compound
107	119	ECrel	compound
107	118	ECrel	compound
119	113	ECrel	compound
108	118	ECrel	compound
99	113	ECrel	compound
120	113	ECrel	compound
50	52	ECrel	compound
51	52	ECrel	compound
99	120	ECrel	compound
61	74	ECrel	compound
59	72	ECrel	compound
117	99	ECrel	compound
61	73	ECrel	compound
108	113	ECrel	compound
77	88	ECrel	compound
107	113	ECrel	compound
77	78	ECrel	compound
72	74	ECrel	compound
78	89	ECrel	compound
41	53	ECrel	compound
