#id	mapped_name	kegg_name
11	P37088|P51168|P51170	hsa:6337|hsa:6338|hsa:6340
12	P05023|P05026|P13637|P14415|P50993|P54709|P54710|Q13733|Q9UN42	hsa:23439|hsa:476|hsa:477|hsa:478|hsa:480|hsa:481|hsa:482|hsa:483|hsa:486
13	O00141	hsa:6446
18	P08235	hsa:4306
19	P01116	hsa:3845
20	Q96PU5	hsa:23327
26	P59646	hsa:53828
31	P80365	hsa:3291
38	P06213	hsa:3643
39	P35568	hsa:3667
40	O00329|O00459|P27986|P42336|P42338|Q92569	hsa:5290|hsa:5291|hsa:5293|hsa:5295|hsa:5296|hsa:8503
41	O15530	hsa:5170
42	P01308	hsa:3630
60	P05019	hsa:3479
64	P48048	hsa:3758
66	P31947	hsa:2810
77	P27361|P28482	hsa:5594|hsa:5595
81	P05129|P05771|P17252	hsa:5578|hsa:5579|hsa:5582
83	Q15599	hsa:9351
