#id	mapped_name	kegg_name
23	P48730	hsa:1453
24	P05129|P05771|P17252	hsa:5578|hsa:5579|hsa:5582
28	P04899|P08754|P63096	hsa:2770|hsa:2771|hsa:2773
29	P17302|Q9UKL4	hsa:2697|hsa:57369
30	P17302|Q9UKL4	hsa:2697|hsa:57369
31	P17302|Q9UKL4	hsa:2697|hsa:57369
32	P17302|Q9UKL4	hsa:2697|hsa:57369
33	P17302	hsa:2697
34	P17302	hsa:2697
35	P17302	hsa:2697
38	Q13164	hsa:5598
39	Q9Y2U5	hsa:10746
40	Q13163	hsa:5607
41	Q13237|Q13976	hsa:5592|hsa:5593
42	P28223|P28335|P41595	hsa:3356|hsa:3357|hsa:3358
43	P06493	hsa:983
44	Q92633	hsa:1902
45	P17612|P22612|P22694	hsa:5566|hsa:5567|hsa:5568
46	Q07157	hsa:7082
47	P04350|P07437|P68371|Q13509|Q13885|Q3ZCM7|Q9BUF5|Q9BVA1|Q9H4B7	hsa:10381|hsa:10382|hsa:10383|hsa:203068|hsa:347688|hsa:347733|hsa:7280|hsa:81027|hsa:84617
48	O43306|O60266|O60503|O95622|P40145|P51828|Q08462|Q08828|Q8NFM4	hsa:107|hsa:108|hsa:109|hsa:111|hsa:112|hsa:113|hsa:114|hsa:115|hsa:196883
49	P12931	hsa:6714
50	A6NHL2|P0DPH7|P0DPH8|P68363|P68366|Q6PEY2|Q71U36|Q9BQE3|Q9NY65	hsa:10376|hsa:112714|hsa:113457|hsa:51807|hsa:7277|hsa:7278|hsa:7846|hsa:79861|hsa:84790
51	P17302	hsa:2697
52	P33402|Q02108|Q02153	hsa:2977|hsa:2982|hsa:2983
53	P27361|P28482	hsa:5594|hsa:5595
54	P36507|Q02750	hsa:5604|hsa:5605
55	P04049	hsa:5894
56	P01111|P01112|P01116	hsa:3265|hsa:3845|hsa:4893
57	Q07889|Q07890	hsa:6654|hsa:6655
58	P62993	hsa:2885
59	P00533|P09619|P16234	hsa:1956|hsa:5156|hsa:5159
60	P01127|P01133|P04085|Q9GZP0|Q9NRA1	hsa:1950|hsa:5154|hsa:5155|hsa:56034|hsa:80310
61	P08588	hsa:153
62	O95467|P63092	hsa:2778
63	P29992|P50148	hsa:2767|hsa:2776
64	P04899|P08754|P63096	hsa:2770|hsa:2771|hsa:2773
65	P41594|Q13255	hsa:2911|hsa:2915
66	P14416	hsa:1813
67	Q00722|Q01970|Q15147|Q9NQ66	hsa:23236|hsa:5330|hsa:5331|hsa:5332
68	P21728	hsa:1812
69	Q14571|Q14573|Q14643	hsa:3708|hsa:3709|hsa:3710
