#id1	id2	type	subtype
42	50	PPrel	binding/association
45	50	PPrel	binding/association
44	45	PPrel	binding/association
42	44	PPrel	binding/association
43	44	PPrel	binding/association
61	63	PPrel	binding/association
51	57	PPrel	binding/association
65	51	PPrel	dephosphorylation|inhibition
65	57	PPrel	dephosphorylation|inhibition
62	63	PPrel	inhibition|ubiquitination
62	58	PPrel	inhibition|ubiquitination
62	51	PPrel	inhibition|ubiquitination
33	34	PPrel	activation
33	31	PPrel	activation
32	30	PPrel	activation
31	24	PPrel	compound
35	36	PPrel	activation
36	37	PPrel	activation
43	35	PPrel	activation
46	47	PPrel	activation
17	18	PPrel	dissociation
32	31	PPrel	activation
42	28	PPrel	compound
42	36	PPrel	compound
37	38	PPrel	indirect effect
149	148	PPrel	activation|phosphorylation
148	150	PPrel	activation|phosphorylation
37	149	PPrel	activation
28	160	PPrel	activation
161	160	PPrel	activation|phosphorylation
161	162	PPrel	activation|phosphorylation
65	67	PPrel	binding/association
162	38	PPrel	activation|phosphorylation
51	168	PPrel	binding/association
51	171	PPrel	activation|phosphorylation
24	175	PPrel	inhibition|phosphorylation
65	66	PPrel	binding/association
175	39	PPrel	inhibition|phosphorylation
49	50	PPrel	binding/association
171	39	PPrel	activation|indirect effect
26	160	PPrel	binding/association
46	50	PPrel	binding/association
160	19	PPrel	activation|phosphorylation
41	50	PPrel	binding/association
185	20	PPrel	activation|ubiquitination
28	27	PPrel	activation|phosphorylation
64	63	PPrel	activation|dephosphorylation
64	58	PPrel	activation|dephosphorylation
60	58	PPrel	binding/association|phosphorylation
57	58	PPrel	binding/association|phosphorylation
58	63	PPrel	activation|phosphorylation
58	51	PPrel	activation|phosphorylation
51	44	PPrel	activation|phosphorylation
51	50	PPrel	activation|phosphorylation
49	48	PPrel	activation|phosphorylation
41	46	PPrel	activation|phosphorylation
41	42	PPrel	activation|phosphorylation
40	39	PPrel	activation|dephosphorylation
24	23	PPrel	activation|phosphorylation
23	22	PPrel	activation|phosphorylation
22	186	PPrel	activation|phosphorylation
19	17	PPrel	activation|phosphorylation
29	24	PPrel	activation|phosphorylation
168	171	PPrel	binding/association
63	51	PPrel	activation|phosphorylation
150	38	PPrel	activation|phosphorylation
