#id1	id2	type	subtype
13	21	PPrel	activation|compound
14	38	PPrel	indirect effect
13	25	PPrel	activation|compound
25	14	PPrel	activation|phosphorylation
13	25	PPrel	activation|compound
37	36	PPrel	activation|phosphorylation
13	18	PPrel	activation|compound
36	35	PPrel	activation|phosphorylation
13	39	PPrel	activation|compound
27	20	PPrel	activation|phosphorylation
23	42	PPrel	activation|compound
20	19	PPrel	activation|phosphorylation
23	22	PPrel	activation|compound
22	39	PPrel	activation|phosphorylation
32	12	PPrel	activation
22	40	PPrel	inhibition|phosphorylation
12	29	PPrel	activation
22	41	PPrel	inhibition|phosphorylation
12	13	PPrel	activation
21	24	PPrel	activation|dephosphorylation
12	31	PPrel	activation
12	26	PPrel	activation
13	29	PPrel	binding/association
12	28	PPrel	activation
12	4	PPrel	activation
12	23	PPrel	activation
12	30	PPrel	activation
30	23	PPrel	activation
25	37	PPrel	activation
38	37	PPrel	activation
35	18	PPrel	activation
13	21	PPrel	activation|compound
4	27	PPrel	activation
