#id	mapped_name	kegg_name
19	Q06278	hsa:316
20	Q9NVS9	hsa:55163
82	Q9NVS9	hsa:55163
83	Q8TCD6|Q96GD0	hsa:493911|hsa:57026
84	O00764	hsa:8566
85	Q8TCD6|Q96GD0	hsa:493911|hsa:57026
86	O00764	hsa:8566
87	Q8TCD6|Q96GD0	hsa:493911|hsa:57026
88	O00764	hsa:8566
91	Q9Y617	hsa:29968
96	Q9NVS9	hsa:55163
99	Q9NVS9	hsa:55163
