#id1	id2	type	subtype
135	149	ECrel	compound
86	95	ECrel	compound
134	149	ECrel	compound
148	149	ECrel	compound
107	112	ECrel	compound
107	117	ECrel	compound
112	117	ECrel	compound
243	135	ECrel	compound
107	136	ECrel	compound
243	136	ECrel	compound
112	136	ECrel	compound
243	134	ECrel	compound
117	136	ECrel	compound
243	123	ECrel	compound
113	117	ECrel	compound
243	147	ECrel	compound
113	136	ECrel	compound
148	243	ECrel	compound
107	115	ECrel	compound
133	135	ECrel	compound
113	115	ECrel	compound
119	122	ECrel	compound
120	122	ECrel	compound
134	147	ECrel	compound
112	113	ECrel	compound
121	122	ECrel	compound
134	135	ECrel	compound
123	136	ECrel	compound
134	136	ECrel	compound
135	147	ECrel	compound
117	119	ECrel	compound
96	95	ECrel	compound
134	123	ECrel	compound
96	93	ECrel	compound
135	148	ECrel	compound
117	120	ECrel	compound
95	87	ECrel	compound
85	95	ECrel	compound
117	121	ECrel	compound
93	87	ECrel	compound
86	93	ECrel	compound
85	93	ECrel	compound
117	122	ECrel	compound
115	123	ECrel	compound
87	122	ECrel	compound
