#id1	id2	type	subtype
52	55	ECrel	compound
54	95	ECrel	compound
56	182	ECrel	compound
54	52	ECrel	compound
57	182	ECrel	compound
54	61	ECrel	compound
54	182	ECrel	compound
54	46	ECrel	compound
54	58	ECrel	compound
54	39	ECrel	compound
182	58	ECrel	compound
54	47	ECrel	compound
182	95	ECrel	compound
58	95	ECrel	compound
182	52	ECrel	compound
58	52	ECrel	compound
182	61	ECrel	compound
58	61	ECrel	compound
182	46	ECrel	compound
58	46	ECrel	compound
182	39	ECrel	compound
58	39	ECrel	compound
182	47	ECrel	compound
58	47	ECrel	compound
54	183	ECrel	compound
95	52	ECrel	compound
52	183	ECrel	compound
95	61	ECrel	compound
182	183	ECrel	compound
52	61	ECrel	compound
58	183	ECrel	compound
59	58	ECrel	compound
52	46	ECrel	compound
61	183	ECrel	compound
59	56	ECrel	compound
52	39	ECrel	compound
56	57	ECrel	compound
52	47	ECrel	compound
56	54	ECrel	compound
61	46	ECrel	compound
61	39	ECrel	compound
56	53	ECrel	compound
61	47	ECrel	compound
54	53	ECrel	compound
61	38	ECrel	compound
38	37	ECrel	compound
37	60	ECrel	compound
52	53	ECrel	compound
152	147	ECrel	compound
52	57	ECrel	compound
146	147	ECrel	compound
53	57	ECrel	compound
54	177	ECrel	compound
58	177	ECrel	compound
177	57	ECrel	compound
57	53	ECrel	compound
57	55	ECrel	compound
177	53	ECrel	compound
177	52	ECrel	compound
38	178	ECrel	compound
60	178	ECrel	compound
53	55	ECrel	compound
55	182	ECrel	compound
55	54	ECrel	compound
177	182	ECrel	compound
55	58	ECrel	compound
54	182	ECrel	compound
54	58	ECrel	compound
182	58	ECrel	compound
59	182	ECrel	compound
