#id1	id2	type	subtype
102	103	PPrel	binding/association
291	305	PPrel	activation
208	210	PPrel	binding/association
291	306	PPrel	activation
151	152	PPrel	binding/association
299	439	PPrel	activation
190	191	PPrel	binding/association
280	298	PPrel	binding/association
93	94	PPrel	binding/association
217	263	PPrel	binding/association
97	98	PPrel	binding/association
209	210	PPrel	binding/association
173	175	PPrel	binding/association
101	115	PPrel	binding/association
279	308	PPrel	binding/association
174	176	PPrel	binding/association
209	487	PPrel	binding/association
207	487	PPrel	binding/association
445	446	PPrel	activation
188	190	PPrel	binding/association
445	443	PPrel	activation
207	486	PPrel	binding/association
205	486	PPrel	binding/association
184	185	PPrel	binding/association
215	486	PPrel	binding/association
215	216	PPrel	binding/association
199	200	PPrel	binding/association
208	488	PPrel	binding/association
192	494	PPrel	binding/association
203	204	PPrel	binding/association
191	494	PPrel	binding/association
178	180	PPrel	binding/association
281	304	PPrel	binding/association
177	179	PPrel	binding/association
155	156	PPrel	binding/association
444	443	PPrel	activation
167	168	PPrel	binding/association
165	168	PPrel	binding/association
129	498	PPrel	binding/association
166	167	PPrel	binding/association
165	166	PPrel	binding/association
116	497	PPrel	binding/association
109	110	PPrel	binding/association
111	112	PPrel	binding/association
457	456	PPrel	activation
113	114	PPrel	binding/association
127	496	PPrel	binding/association
122	495	PPrel	binding/association
130	164	PPrel	binding/association
130	131	PPrel	binding/association
124	125	PPrel	binding/association
149	150	PPrel	binding/association
147	148	PPrel	binding/association
444	446	PPrel	activation
153	154	PPrel	binding/association
239	241	PPrel	activation
462	459	PPrel	activation
88	218	PPrel	binding/association
242	90	PPrel	activation
219	220	PPrel	binding/association
221	493	PPrel	binding/association
458	456	PPrel	activation
309	310	PPrel	activation
245	247	PPrel	activation
187	186	PPrel	activation
89	222	PPrel	binding/association
457	459	PPrel	activation
223	264	PPrel	binding/association
224	492	PPrel	binding/association
299	306	PPrel	activation
299	305	PPrel	activation
307	306	PPrel	activation
307	305	PPrel	activation
226	266	PPrel	binding/association
227	289	PPrel	binding/association
271	231	PPrel	binding/association
488	192	PPrel	activation
295	283	PPrel	activation
294	302	PPrel	activation
228	293	PPrel	binding/association
187	184	PPrel	activation
489	192	PPrel	activation
229	270	PPrel	binding/association
271	230	PPrel	binding/association
288	292	PPrel	activation
202	201	PPrel	activation
287	292	PPrel	activation
182	183	PPrel	activation
230	300	PPrel	binding/association
291	284	PPrel	activation
286	267	PPrel	activation
181	183	PPrel	activation
231	300	PPrel	binding/association
483	297	PPrel	activation
483	282	PPrel	activation
232	269	PPrel	binding/association
230	269	PPrel	binding/association
458	459	PPrel	activation
231	269	PPrel	binding/association
232	300	PPrel	binding/association
232	271	PPrel	binding/association
260	484	PPrel	activation
258	259	PPrel	activation
256	257	PPrel	activation
244	243	PPrel	activation
255	257	PPrel	activation
141	140	PPrel	activation
272	273	PPrel	binding/association
474	472	PPrel	activation
274	275	PPrel	binding/association
254	83	PPrel	activation
290	303	PPrel	binding/association
475	473	PPrel	activation
251	485	PPrel	activation
235	491	PPrel	binding/association
476	146	PPrel	activation
170	169	PPrel	activation
238	490	PPrel	binding/association
451	246	PPrel	activation
247	246	PPrel	activation
136	139	PPrel	activation
486	206	PPrel	activation
481	482	PPrel	activation
240	241	PPrel	activation
161	162	PPrel	activation
248	249	PPrel	binding/association
91	250	PPrel	binding/association
79	80	PPrel	binding/association
163	164	PPrel	activation
453	256	PPrel	activation
81	82	PPrel	binding/association
77	78	PPrel	binding/association
96	95	PPrel	activation
158	157	PPrel	activation
487	206	PPrel	activation
105	104	PPrel	activation
172	171	PPrel	activation
159	160	PPrel	activation
