#id	component_ids	mapped_names	kegg_names
413	108|409	P36897|P37173	hsa:7046|hsa:7048
414	100|101	Q14790|Q92851	hsa:841|hsa:843
415	240|247	P58753|Q99836	hsa:114609|hsa:4615
416	238|248	P51617|Q9NWZ3	hsa:3654|hsa:51135
417	160|161	Q14164|Q9UHD2	hsa:29110|hsa:9641
418	179|180	P42224|P52630	hsa:6772|hsa:6773
419	188|201	P24941	hsa:1017|hsa:898 hsa:9134
420	189|200	P24941	hsa:1017|hsa:890 hsa:8900
421	42|43	P15336	hsa:10488 hsa:1385 hsa:1386 hsa:1388 hsa:148327 hsa:468 hsa:64764 hsa:84699 hsa:90993 hsa:9586|hsa:1386
