#id1	id2	type	subtype
40	60	PPrel	activation|binding/association
118	119	PPrel	activation
58	61	PPrel	activation|binding/association
57	124	PPrel	binding/association
78	122	PPrel	binding/association
121	120	PPrel	activation|binding/association
56	55	PPrel	binding/association
42	43	PPrel	activation|binding/association
59	61	PPrel	activation|binding/association
71	70	PPrel	binding/association
89	53	PPrel	binding/association
40	48	PPrel	activation|binding/association
41	46	PPrel	activation|binding/association
49	50	PPrel	activation|binding/association
40	47	PPrel	activation|binding/association
41	60	PPrel	activation|binding/association
41	48	PPrel	activation|binding/association
41	47	PPrel	activation|binding/association
