#id1	id2	type	subtype
119	133	ECrel	compound
89	84	ECrel	compound
133	130	ECrel	compound
84	115	ECrel	compound
133	134	ECrel	compound
115	114	ECrel	compound
114	112	ECrel	compound
114	117	ECrel	compound
119	134	ECrel	compound
114	119	ECrel	compound
130	134	ECrel	compound
112	117	ECrel	compound
112	119	ECrel	compound
117	119	ECrel	compound
117	119	ECrel	compound
119	150	ECrel	compound
150	133	ECrel	compound
119	130	ECrel	compound
150	130	ECrel	compound
150	134	ECrel	compound
152	170	ECrel	compound
152	151	ECrel	compound
170	150	ECrel	compound
85	86	ECrel	compound
151	150	ECrel	compound
117	112	ECrel	compound
86	89	ECrel	compound
