#id1	id2	type	subtype
46	133	ECrel	compound
89	99	ECrel	compound
131	59	ECrel	compound
97	99	ECrel	compound
158	160	ECrel	compound
133	59	ECrel	compound
90	99	ECrel	compound
160	89	ECrel	compound
63	90	ECrel	compound
97	170	ECrel	compound
90	98	ECrel	compound
89	170	ECrel	compound
63	98	ECrel	compound
90	170	ECrel	compound
92	98	ECrel	compound
100	195	ECrel	compound
92	100	ECrel	compound
195	196	ECrel	compound
45	62	ECrel	compound
196	197	ECrel	compound
45	61	ECrel	compound
197	62	ECrel	compound
48	62	ECrel	compound
197	45	ECrel	compound
47	48	ECrel	compound
139	146	ECrel	compound
48	61	ECrel	compound
137	149	ECrel	compound
47	61	ECrel	compound
68	70	ECrel	compound
139	149	ECrel	compound
46	47	ECrel	compound
70	91	ECrel	compound
47	60	ECrel	compound
44	72	ECrel	compound
46	60	ECrel	compound
67	72	ECrel	compound
139	137	ECrel	compound
57	58	ECrel	compound
56	57	ECrel	compound
46	59	ECrel	compound
89	97	ECrel	compound
46	131	ECrel	compound
