#id1	id2	type	subtype
62	63	ECrel	compound
62	63	ECrel	compound
62	64	ECrel	compound
60	62	ECrel	compound
61	62	ECrel	compound
58	62	ECrel	compound
75	84	ECrel	compound
58	60	ECrel	compound
75	76	ECrel	compound
58	61	ECrel	compound
79	86	ECrel	compound
71	79	ECrel	compound
66	71	ECrel	compound
63	64	ECrel	compound
63	64	ECrel	compound
60	64	ECrel	compound
61	64	ECrel	compound
64	66	ECrel	compound
60	63	ECrel	compound
61	63	ECrel	compound
63	66	ECrel	compound
60	66	ECrel	compound
61	66	ECrel	compound
