#id	mapped_name	kegg_name
71	Q9BVG9	hsa:81490
72	P48651	hsa:9791
82	O15228	hsa:8443
86	Q643R3|Q6P1A2|Q7L5N7|Q8NF37	hsa:10162|hsa:254531|hsa:54947|hsa:79888
87	Q8WUD6|Q9Y6K0	hsa:10390|hsa:56994
88	P49585|Q9Y5K3	hsa:5130|hsa:9468
89	P35790|Q9Y259	hsa:1119|hsa:1120
90	P22303	hsa:43
91	P28329	hsa:1103
92	Q99447	hsa:5833
93	P35790|Q9HBU6|Q9NVF9|Q9Y259	hsa:1119|hsa:1120|hsa:55224|hsa:55500
95	P53816	hsa:11145
96	O15496|O60733|P04054|P0C869|P14555|P39877|P47712|P53816|Q3MJ16|Q68DD2|Q6P1J6|Q86XP0|Q9BX93|Q9BZM1|Q9BZM2|Q9NZ20|Q9NZK7|Q9UNK4|Q9UP65	hsa:100137049|hsa:11145|hsa:123745|hsa:151056|hsa:255189|hsa:26279|hsa:283748|hsa:30814|hsa:391013|hsa:50487|hsa:5319|hsa:5320|hsa:5321|hsa:5322|hsa:64600|hsa:81579|hsa:8398|hsa:8399|hsa:84647|hsa:8605|hsa:8681
98	O75912|P23743|P49619|P52429|P52824|Q13574|Q16760|Q5KSL6|Q86XP1|Q9Y6T7	hsa:139189|hsa:1606|hsa:1607|hsa:1608|hsa:160851|hsa:1609|hsa:8525|hsa:8526|hsa:8527|hsa:9162
99	O14494|O14495|O43688|Q14693|Q5VZY2|Q8NEB5|Q92539|Q9BQK8	hsa:196051|hsa:23175|hsa:64900|hsa:84513|hsa:8611|hsa:8612|hsa:8613|hsa:9663
100	O14939|Q13393|Q8IV08|Q96BZ4	hsa:122618|hsa:23646|hsa:5337|hsa:5338
101	P53816	hsa:11145
102	O14939|Q13393|Q8IV08|Q96BZ4	hsa:122618|hsa:23646|hsa:5337|hsa:5338
105	O15496|O60733|P04054|P0C869|P14555|P39877|P47712|P53816|Q3MJ16|Q68DD2|Q6P1J6|Q86XP0|Q9BX93|Q9BZM1|Q9BZM2|Q9NZ20|Q9NZK7|Q9UNK4|Q9UP65	hsa:100137049|hsa:11145|hsa:123745|hsa:151056|hsa:255189|hsa:26279|hsa:283748|hsa:30814|hsa:391013|hsa:50487|hsa:5319|hsa:5320|hsa:5321|hsa:5322|hsa:64600|hsa:81579|hsa:8398|hsa:8399|hsa:84647|hsa:8605|hsa:8681
106	O15120|Q6UWP7|Q6ZNC8|Q6ZWT7|Q99943|Q9NRZ5|Q9NRZ7|Q9NUQ2	hsa:10554|hsa:10555|hsa:129642|hsa:154141|hsa:253558|hsa:55326|hsa:56894|hsa:56895
107	O14735	hsa:10423
111	P53816	hsa:11145
112	Q8TCT1	hsa:162466
114	Q53EU6|Q6NUI2|Q86UL3|Q9HCL2	hsa:137964|hsa:150763|hsa:57678|hsa:84803
115	P21695|Q8N335	hsa:23171|hsa:2819
117	P43304	hsa:2820
118	P04180	hsa:3931
121	Q9NPB8	hsa:56261
123	Q9C0D9|Q9Y6K0	hsa:10390|hsa:85465
124	O75608|Q6P1J6|Q6ZV29|Q8IY17	hsa:10434|hsa:10908|hsa:151056|hsa:375775
127	Q643R3|Q6P1A2|Q6ZNC8|Q6ZWT7	hsa:10162|hsa:129642|hsa:154141|hsa:254531
128	O95372|Q6P1J6|Q6ZV29|Q8IY17	hsa:10908|hsa:11313|hsa:151056|hsa:375775
129	O95674|Q92903	hsa:1040|hsa:8760
134	O95372|Q6P1J6|Q6ZV29|Q8IY17	hsa:10908|hsa:11313|hsa:151056|hsa:375775
135	Q3LIE5	hsa:56985
136	Q9UG56	hsa:23761
137	Q8TCT1	hsa:162466
138	Q9UBM1	hsa:10400
139	Q9NPB8	hsa:56261
142	O75608|Q6P1J6|Q6ZV29|Q8IY17|Q8NCC3	hsa:10434|hsa:10908|hsa:151056|hsa:23659|hsa:375775
144	Q9UBM1	hsa:10400
145	Q9UBM1	hsa:10400
147	Q32NB8	hsa:9489
149	Q9UJA2	hsa:54675
207	Q6UWP7|Q96N66|Q9NRZ5|Q9NRZ7	hsa:253558|hsa:56894|hsa:56895|hsa:79143
208	Q16635|Q6UWP7	hsa:253558|hsa:6901
210	Q643R3|Q6UWP7|Q7L5N7|Q8NF37|Q92604	hsa:253558|hsa:254531|hsa:54947|hsa:79888|hsa:9926
213	Q643R3|Q6P1A2|Q6ZNC8|Q6ZWT7	hsa:10162|hsa:129642|hsa:154141|hsa:254531
248	Q8TBG4	hsa:64850
250	Q5VZY2|Q8NEB5	hsa:196051|hsa:84513
255	Q53H76	hsa:51365
