#id1	id2	type	subtype
267	264	PPrel	binding/association
258	260	PPrel	binding/association
259	261	PPrel	binding/association
237	236	PPrel	activation
269	270	PPrel	binding/association
235	236	PPrel	activation
294	292	PPrel	binding/association
240	239	PPrel	inhibition
205	210	PPrel	binding/association
293	292	PPrel	inhibition
212	206	PPrel	binding/association
199	204	PPrel	inhibition
207	211	PPrel	binding/association
203	204	PPrel	activation
201	204	PPrel	activation
200	199	PPrel	activation
255	253	PPrel	ubiquitination
254	253	PPrel	binding/association
271	291	PPrel	binding/association
271	247	PPrel	binding/association
248	249	PPrel	binding/association|inhibition
246	247	PPrel	binding/association|inhibition
250	251	PPrel	binding/association|inhibition
265	266	PPrel	binding/association
266	267	PPrel	binding/association
264	263	PPrel	binding/association
