#id1	id2	type	subtype
305	233	PPrel	activation
117	296	PPrel	activation
306	36	PPrel	activation
140	102	PPrel	activation
102	298	PPrel	activation
307	36	PPrel	activation
298	299	PPrel	activation
299	296	PPrel	activation
102	300	PPrel	activation
300	301	PPrel	activation
301	296	PPrel	activation
52	53	PPrel	activation
54	55	PPrel	activation
302	36	PPrel	activation
60	61	PPrel	activation|phosphorylation
100	99	PPrel	activation
303	36	PPrel	activation
304	33	PPrel	activation
59	61	PPrel	activation|phosphorylation
32	33	PPrel	activation
51	40	PPrel	activation|phosphorylation
17	15	PPrel	activation
116	117	PPrel	activation
297	296	PPrel	activation
40	9	PPrel	activation|phosphorylation
16	297	PPrel	activation
18	16	PPrel	activation
295	296	PPrel	activation
136	137	PPrel	activation|phosphorylation
15	295	PPrel	activation
294	178	PPrel	activation
188	190	PPrel	activation|phosphorylation
36	37	PPrel	activation|phosphorylation
37	41	PPrel	activation|phosphorylation
166	152	PPrel	activation|phosphorylation
137	58	PPrel	activation
275	296	PPrel	activation
313	296	PPrel	activation
314	36	PPrel	activation
286	287	PPrel	activation
287	314	PPrel	binding/association
279	313	PPrel	binding/association
274	275	PPrel	binding/association
273	274	PPrel	binding/association
278	279	PPrel	activation
272	273	PPrel	activation
233	296	PPrel	activation
303	296	PPrel	activation
88	296	PPrel	activation
152	310	PPrel	dissociation
149	309	PPrel	dissociation
9	308	PPrel	dissociation
247	312	PPrel	activation
307	247	PPrel	activation
212	78	PPrel	ubiquitination
212	35	PPrel	ubiquitination
211	70	PPrel	ubiquitination
222	116	PPrel	ubiquitination
213	13	PPrel	ubiquitination
53	307	PPrel	binding/association
33	306	PPrel	binding/association
33	305	PPrel	binding/association
99	303	PPrel	binding/association
55	302	PPrel	binding/association
55	88	PPrel	binding/association
293	275	PPrel	inhibition
