#id	mapped_name	kegg_name
2	P13073|Q96KJ9	hsa:1327|hsa:84701
15	E9PQ53|O95298	hsa:100532726|hsa:4718
16	O43677	hsa:4717
17	O96000	hsa:4716
18	Q9Y6M9	hsa:4715
19	O95169	hsa:4714
20	P17568	hsa:4713
21	O95139	hsa:4712
22	O43674	hsa:4711
23	O95168	hsa:4710
24	O43676	hsa:4709
25	O95178	hsa:4708
26	O75438	hsa:4707
27	Q86Y39	hsa:126328
28	O14561	hsa:4706
29	O95299	hsa:4705
30	Q16795	hsa:4704
31	P51970	hsa:4702
32	O95182	hsa:4701
33	P56556	hsa:4700
34	Q16718	hsa:4698
35	O00483|Q9NRX3	hsa:4697|hsa:56901
36	O95167	hsa:4696
37	O43678	hsa:4695
38	O15239	hsa:4694
42	P56181	hsa:4731
43	P19404	hsa:4729
44	P49821	hsa:4723
45	O00217	hsa:4728
46	O75251	hsa:374291
47	O75380	hsa:4726
48	O43920	hsa:4725
49	O43181	hsa:4724
50	O75489	hsa:4722
51	O75306	hsa:4720
52	P28331	hsa:4719
84	P03923	hsa:4541
85	P03915	hsa:4540
86	P03901	hsa:4539
87	P03905	hsa:4538
88	P03897	hsa:4537
89	P03891	hsa:4536
90	P03886	hsa:4535
91	Q14061	hsa:10063
92	Q7KZN9	hsa:1355
93	Q9Y6N1	hsa:1353
95	P10176|Q7Z4L0	hsa:1351|hsa:341947
96	P15954	hsa:1350
97	P24311|Q8TF08	hsa:1349|hsa:170712
98	O14548|P14406|P24310	hsa:1346|hsa:1347|hsa:9167
99	P09669	hsa:1345
110	A0A096LP55|O14949|O14957|P00156|P07919|P08574|P14927|P22695|P31930|P47985|Q9UDW1	hsa:10975|hsa:1537|hsa:27089|hsa:29796|hsa:440567|hsa:4519|hsa:7381|hsa:7384|hsa:7385|hsa:7386|hsa:7388
111	O14548|P00395|P00403|P00414|P09669|P10176|P10606|P12074|P13073|P14406|P14854|P15954|P20674|P24310|P24311|Q02221|Q6YFQ2|Q7Z4L0|Q8TF08|Q96KJ9	hsa:125965|hsa:1327|hsa:1329|hsa:1337|hsa:1339|hsa:1340|hsa:1345|hsa:1346|hsa:1347|hsa:1349|hsa:1350|hsa:1351|hsa:170712|hsa:341947|hsa:4512|hsa:4513|hsa:4514|hsa:84701|hsa:9167|hsa:9377
