#id	mapped_name	kegg_name
1	P35222	hsa:1499
2	P35222	hsa:1499
3	P01111|P01112|P01116	hsa:3265|hsa:3845|hsa:4893
4	O95996|P25054	hsa:10297|hsa:324
5	O15169|Q9Y2T1	hsa:8312|hsa:8313
6	P49841	hsa:2932
7	P26232|P35221|Q9UI47	hsa:1495|hsa:1496|hsa:29119
8	P35222	hsa:1499
10	O43524	hsa:2309
11	Q92934	hsa:572
12	P55211	hsa:842
13	Q13418	hsa:3611
15	P04626	hsa:2064
16	P12830	hsa:999
17	P36402|Q9HCS4|Q9NQB0|Q9UJU2	hsa:51176|hsa:6932|hsa:6934|hsa:83439
18	P60484	hsa:5728
19	O15530	hsa:5170
20	Q07889|Q07890	hsa:6654|hsa:6655
21	P62993	hsa:2885
24	P40692	hsa:4292
25	P19419	hsa:2002
26	P00533	hsa:1956
27	P24385	hsa:595
29	P01106	hsa:4609
31	P31749|P31751|Q9Y243	hsa:10000|hsa:207|hsa:208
32	O00329|O00459|P27986|P42336|P42338|Q92569	hsa:5290|hsa:5291|hsa:5293|hsa:5295|hsa:5296|hsa:8503
33	P01133	hsa:1950
37	P27361|P28482	hsa:5594|hsa:5595
38	P36507|Q02750	hsa:5604|hsa:5605
39	P04049|P10398|P15056	hsa:369|hsa:5894|hsa:673
40	P01116	hsa:3845
42	P04637	hsa:7157
43	P38936	hsa:1026
44	O75293|O95257|P24522	hsa:10912|hsa:1647|hsa:4616
45	Q07812	hsa:581
46	Q16611	hsa:578
47	Q92466	hsa:1643
48	Q9UBT6	hsa:51426
49	P04637	hsa:7157
50	P38936	hsa:1026
51	O75293|O95257|P24522	hsa:10912|hsa:1647|hsa:4616
52	Q07812	hsa:581
53	Q16611	hsa:578
54	Q92466	hsa:1643
55	Q9UBT6	hsa:51426
