#id1	id2	type	subtype
63	62	PPrel	binding/association
88	84	PPrel	activation
165	84	PPrel	activation|binding/association
165	85	PPrel	activation|binding/association
165	77	PPrel	activation
65	63	PPrel	binding/association
169	84	PPrel	inhibition
172	84	PPrel	inhibition
176	88	PPrel	inhibition
65	71	PPrel	binding/association
175	33	PPrel	binding/association
36	35	PPrel	binding/association
60	59	PPrel	binding/association
64	62	PPrel	binding/association
59	58	PPrel	binding/association
75	77	PPrel	binding/association
74	71	PPrel	inhibition|phosphorylation
58	57	PPrel	binding/association
74	75	PPrel	binding/association
62	61	PPrel	binding/association
36	180	PPrel	binding/association
36	181	PPrel	binding/association
26	182	PPrel	binding/association
187	184	PPrel	inhibition
187	185	PPrel	inhibition
26	25	PPrel	indirect effect
27	26	PPrel	activation
184	85	PPrel	inhibition
33	34	PPrel	binding/association
86	85	PPrel	inhibition
185	85	PPrel	inhibition
83	88	PPrel	inhibition
34	37	PPrel	binding/association
198	49	PPrel	inhibition
33	37	PPrel	binding/association
71	49	PPrel	activation
86	88	PPrel	inhibition
47	49	PPrel	inhibition
23	21	PPrel	dephosphorylation
31	28	PPrel	indirect effect
53	71	PPrel	inhibition
68	65	PPrel	indirect effect
52	71	PPrel	inhibition
25	22	PPrel	compound
33	29	PPrel	indirect effect
36	33	PPrel	indirect effect
46	49	PPrel	inhibition
25	23	PPrel	compound
85	77	PPrel	indirect effect
50	49	PPrel	binding/association
25	24	PPrel	compound
87	88	PPrel	activation
51	49	PPrel	binding/association
29	28	PPrel	activation
48	49	PPrel	activation
51	71	PPrel	binding/association
31	30	PPrel	activation
54	49	PPrel	inhibition|phosphorylation
55	54	PPrel	phosphorylation
72	73	PPrel	binding/association
31	32	PPrel	dissociation
69	77	PPrel	binding/association
32	33	PPrel	binding/association
38	36	PPrel	activation
73	71	PPrel	activation
77	78	PPrel	binding/association
88	85	PPrel	activation
66	77	PPrel	inhibition
56	69	PPrel	binding/association
66	33	PPrel	activation
72	74	PPrel	inhibition
61	71	PPrel	ubiquitination
72	71	PPrel	phosphorylation
60	71	PPrel	ubiquitination
84	85	PPrel	binding/association
61	70	PPrel	binding/association
81	84	PPrel	inhibition
69	80	PPrel	binding/association
70	77	PPrel	binding/association
69	71	PPrel	binding/association
70	71	PPrel	binding/association
76	77	PPrel	inhibition
77	74	PPrel	inhibition
69	70	PPrel	binding/association
56	71	PPrel	binding/association
82	88	PPrel	inhibition
69	74	PPrel	binding/association
