#id1	id2	type	subtype
17	19	PPrel	activation
77	78	PPrel	activation|indirect effect
102	107	PPrel	activation
54	55	PPrel	activation
19	18	PPrel	activation
18	88	PPrel	activation
88	89	PPrel	activation
184	142	PPrel	activation
124	79	PPrel	activation
89	90	PPrel	activation
150	52	PPrel	activation
90	40	PPrel	activation
56	57	PPrel	inhibition
40	41	PPrel	activation
51	76	PPrel	activation
41	42	PPrel	activation
76	77	PPrel	activation
43	44	PPrel	activation|phosphorylation
42	43	PPrel	activation
78	79	PPrel	activation
18	133	PPrel	activation
133	134	PPrel	activation|indirect effect
58	143	PPrel	activation
76	113	PPrel	activation
143	57	PPrel	activation
28	31	PPrel	binding/association
113	114	PPrel	activation
43	28	PPrel	activation|phosphorylation
142	103	PPrel	activation
114	115	PPrel	activation
103	57	PPrel	activation
116	117	PPrel	activation|phosphorylation
14	102	PPrel	activation
115	116	PPrel	activation
56	59	PPrel	activation|phosphorylation
102	15	PPrel	activation
36	41	PPrel	inhibition
15	16	PPrel	activation
43	9	PPrel	activation|phosphorylation
52	53	PPrel	activation
16	17	PPrel	activation
