#id	mapped_name	kegg_name
24	O95644|Q13469	hsa:4772|hsa:4773
25	P16298|P48454|P63098|Q08209|Q96LZ3	hsa:5530|hsa:5532|hsa:5533|hsa:5534|hsa:5535
28	P06241	hsa:2534
29	P50591	hsa:8743
30	P15260|P38484	hsa:3459|hsa:3460
31	P16885|P19174	hsa:5335|hsa:5336
32	O43561	hsa:27040
33	P14222	hsa:5551
34	P13747	hsa:3133
35	P01579	hsa:3458
36	P04141	hsa:1437
37	P01375	hsa:7124
38	P05129|P05771|P17252	hsa:5578|hsa:5579|hsa:5582
39	P78314	hsa:6452
40	P16885|P19174	hsa:5335|hsa:5336
41	O43561	hsa:27040
42	Q14289	hsa:2185
43	Q13094	hsa:3937
44	P43405	hsa:6850
45	P43403	hsa:7535
46	P06239	hsa:3932
47	O14796	hsa:117157
48	P06241	hsa:2534
49	O60880	hsa:4068
50	Q9UBK5	hsa:10870
51	P20963	hsa:919
52	P30273	hsa:2207
53	O43914	hsa:7305
54	Q06124	hsa:5781
55	P29350	hsa:5777
56	P01562|P01563|P01566|P01567|P01568|P01569|P01570|P01571|P01574|P01579|P05013|P05014|P05015|P32881	hsa:3439|hsa:3440|hsa:3441|hsa:3442|hsa:3443|hsa:3444|hsa:3445|hsa:3446|hsa:3447|hsa:3448|hsa:3449|hsa:3451|hsa:3452|hsa:3456|hsa:3458
57	P55957	hsa:637
58	P42574	hsa:836
59	P10144	hsa:3002
60	P14222	hsa:5551
61	P25445	hsa:355
62	O00220|O14763	hsa:8795|hsa:8797
63	P09326	hsa:962
64	Q9BZM4|Q9BZM5|Q9BZM6	hsa:79465|hsa:80328|hsa:80329
66	Q29980|Q29983	hsa:100507436|hsa:4277
67	P05362|P13598	hsa:3383|hsa:3384
68	P10321	hsa:3107
71	P01889	hsa:3106
72	P17693	hsa:3135
73	P04439	hsa:3105
75	O00329|O00459|P27986|P42336|P42338|Q92569	hsa:5290|hsa:5291|hsa:5293|hsa:5295|hsa:5296|hsa:8503
76	P01889	hsa:3106
77	P27361|P28482	hsa:5594|hsa:5595
78	P36507|Q02750	hsa:5604|hsa:5605
79	P04049|P10398|P15056	hsa:369|hsa:5894|hsa:673
80	P01111|P01112|P01116	hsa:3265|hsa:3845|hsa:4893
81	Q07889|Q07890	hsa:6654|hsa:6655
82	P62993	hsa:2885
83	P29353|P98077|Q6S5L8|Q92529	hsa:25759|hsa:399694|hsa:53358|hsa:6464
84	Q13153	hsa:5058
85	P15153|P60763|P63000	hsa:5879|hsa:5880|hsa:5881
86	P15498|P52735|Q9UKW4	hsa:10451|hsa:7409|hsa:7410
208	P48023	hsa:356
209	P10144	hsa:3002
210	P14222	hsa:5551
211	Q13241	hsa:3824
212	P48023	hsa:356
213	P50591	hsa:8743
214	P15260|P17181|P38484|P48551	hsa:3454|hsa:3455|hsa:3459|hsa:3460
215	Q9BZW8	hsa:51744
216	P26718	hsa:100528032|hsa:22914
217	O14931	hsa:259197
218	O76036	hsa:9437
219	O75015|P08637	hsa:2214|hsa:2215
220	O95944	hsa:9436
221	P26717|Q07444	hsa:3822|hsa:3823
222	P43631|P43632|Q14952|Q14953|Q14954	hsa:100132285|hsa:3806|hsa:3808|hsa:3809|hsa:3810
223	P05107	hsa:3689
224	P20701	hsa:3683
225	Q13241	hsa:3824
226	P26715	hsa:3821
227	P43626|P43627|P43628|Q8N109	hsa:3802|hsa:3803|hsa:3804|hsa:57292
228	P43629|P43630	hsa:115653|hsa:3811|hsa:3812
229	P43629|P43630	hsa:115653|hsa:3811|hsa:3812
254	P05362|P13598	hsa:3383|hsa:3384
257	Q5VY80|Q6H3X3|Q8TD07	hsa:135250|hsa:154064|hsa:353091
263	P26715	hsa:3821
264	Q13241	hsa:3824
265	P20701	hsa:3683
266	P05107	hsa:3689
269	Q13241	hsa:3824
271	O75015|P08637	hsa:2214|hsa:2215
272	O76036	hsa:9437
274	P26718	hsa:100528032|hsa:22914
