#id	mapped_name	kegg_name
13	Q3MUY2	hsa:84992
14	O94777	hsa:8818
15	Q9BRB3	hsa:9091
16	P57054	hsa:51227
17	Q14442	hsa:5283
18	Q92535	hsa:5279
19	Q8TBF5	hsa:54965
21	Q9H490	hsa:128869
22	Q969N2	hsa:51604
23	Q96S52	hsa:94005
25	Q9H3S5	hsa:93183
36	Q07326	hsa:5281
37	Q9Y2B2	hsa:9487
38	Q92643	hsa:10026
39	Q92521	hsa:9488
40	O43292	hsa:8733
41	Q75T13	hsa:80055
42	O95427	hsa:23556
43	P37287	hsa:5277
44	P80108	hsa:2822
45	Q8TEQ8	hsa:84720
46	Q7Z7B1	hsa:284098
47	Q9NUD9	hsa:55650
65	Q86VD9	hsa:80235
66	Q92521	hsa:9488
67	Q9NUD9	hsa:55650
68	Q9H3S5	hsa:93183
69	P37287	hsa:5277
70	Q8TEQ8	hsa:84720
71	Q5H8A4	hsa:54872
72	O95427	hsa:23556
73	Q92643	hsa:10026
