#id1	id2	type	subtype
122	66	ECrel	compound
122	58	ECrel	compound
57	127	ECrel	compound
122	57	ECrel	compound
122	79	ECrel	compound
122	74	ECrel	compound
74	127	ECrel	compound
79	127	ECrel	compound
67	68	ECrel	compound
66	67	ECrel	compound
53	66	ECrel	compound
53	58	ECrel	compound
53	57	ECrel	compound
53	79	ECrel	compound
53	74	ECrel	compound
53	65	ECrel	compound
53	72	ECrel	compound
53	70	ECrel	compound
43	134	ECrel	compound
53	56	ECrel	compound
64	129	ECrel	compound
53	71	ECrel	compound
122	129	ECrel	compound
58	66	ECrel	compound
65	129	ECrel	compound
57	66	ECrel	compound
66	79	ECrel	compound
127	65	ECrel	compound
66	74	ECrel	compound
127	122	ECrel	compound
65	66	ECrel	compound
56	127	ECrel	compound
66	72	ECrel	compound
71	127	ECrel	compound
66	70	ECrel	compound
53	127	ECrel	compound
56	66	ECrel	compound
66	127	ECrel	compound
66	71	ECrel	compound
58	127	ECrel	compound
58	79	ECrel	compound
58	74	ECrel	compound
58	65	ECrel	compound
58	72	ECrel	compound
58	70	ECrel	compound
56	58	ECrel	compound
58	71	ECrel	compound
57	79	ECrel	compound
57	74	ECrel	compound
57	65	ECrel	compound
57	72	ECrel	compound
57	70	ECrel	compound
56	57	ECrel	compound
57	71	ECrel	compound
65	79	ECrel	compound
72	79	ECrel	compound
70	79	ECrel	compound
56	79	ECrel	compound
71	79	ECrel	compound
65	74	ECrel	compound
72	74	ECrel	compound
56	74	ECrel	compound
122	72	ECrel	compound
122	53	ECrel	compound
122	71	ECrel	compound
122	56	ECrel	compound
122	70	ECrel	compound
122	64	ECrel	compound
42	43	ECrel	compound
43	44	ECrel	compound
49	53	ECrel	compound
48	49	ECrel	compound
64	65	ECrel	compound
70	74	ECrel	compound
71	72	ECrel	compound
56	72	ECrel	compound
65	71	ECrel	compound
56	65	ECrel	compound
65	70	ECrel	compound
71	74	ECrel	compound
65	72	ECrel	compound
