#id	mapped_name	kegg_name
39	P27449|P61421|Q13488|Q15904|Q8N8Y2|Q93050|Q99437|Q9HBG4|Q9UI12|Q9Y487	hsa:10312|hsa:23545|hsa:245972|hsa:50617|hsa:51606|hsa:527|hsa:533|hsa:535|hsa:537|hsa:9114
171	O60911|P07339|P07711|P07858|P08311|P09668|P10619|P14091|P25774|P43234|P43235|P53634|P56202|Q9UBR2|Q9UBX1	hsa:1075|hsa:1508|hsa:1509|hsa:1510|hsa:1511|hsa:1512|hsa:1513|hsa:1514|hsa:1515|hsa:1519|hsa:1520|hsa:1521|hsa:1522|hsa:5476|hsa:8722
172	O96009	hsa:9476
173	Q99538	hsa:5641
174	O14773	hsa:1200
175	P06280	hsa:2717
176	P16278	hsa:2720
177	P10253	hsa:2548
178	P04062	hsa:2629
179	P06865|P07686	hsa:3073|hsa:3074
180	O00462	hsa:4126
181	O00754	hsa:4125
182	P17050	hsa:4668
183	P08236	hsa:2990
184	Q99519	hsa:4758
185	P54803	hsa:2581
186	P54802	hsa:4669
187	P35475	hsa:3425
188	P04066|Q9BTY2	hsa:2517|hsa:2519
189	P15289|P15848|Q96EG1	hsa:22901|hsa:410|hsa:411
190	P15586	hsa:2799
191	P22304	hsa:3423
192	P51688	hsa:6448
193	P34059	hsa:2588
194	P38571	hsa:3988
195	Q8NCC3	hsa:23659
196	O00115|Q8WZ79	hsa:1777|hsa:58511
197	P11117	hsa:53
198	P17405	hsa:6609
199	Q13510	hsa:427
200	P20933	hsa:175
203	P11117	hsa:53
204	Q3T906|Q9UJJ9	hsa:79158|hsa:84572
205	P17900	hsa:2760
206	P07602|Q6NUJ1	hsa:5660|hsa:768239
207	P50897|Q9UMR5	hsa:5538|hsa:9374
208	P11279|P13473|P34810|Q9UQV4	hsa:27074|hsa:3916|hsa:3920|hsa:968
209	P08962|Q14108	hsa:950|hsa:967
210	O60931	hsa:1497
211	Q9NRA2	hsa:26503
212	Q13571|Q15012|Q86VI4	hsa:55353|hsa:7805|hsa:9741
213	Q9NP78	hsa:23457
214	Q9BZC7	hsa:20
215	P49279|P49281	hsa:4891|hsa:6556
216	O15118|P61916	hsa:10577|hsa:4864
217	Q13286	hsa:1201
218	O75503	hsa:1203
219	Q04900	hsa:8763
220	Q9Y227	hsa:9583
221	Q99523	hsa:6272
222	Q8NHS3	hsa:256471
223	Q68CP4	hsa:138050
260	P09496|P09497|P53675|Q00610	hsa:1211|hsa:1212|hsa:1213|hsa:8218
262	P11717|P20645	hsa:3482|hsa:4074
263	Q9UK23	hsa:51172
293	O43747|O75843|P56377|P61966|Q10567|Q96PC3|Q9BXS5|Q9Y6Q5	hsa:10053|hsa:1174|hsa:130340|hsa:162|hsa:164|hsa:8905|hsa:8906|hsa:8907
294	O00203|O14617|P53677|P59780|Q13367|Q92572|Q9Y2T2	hsa:10239|hsa:10947|hsa:1176|hsa:26985|hsa:8120|hsa:8546|hsa:8943
295	O43747|O75843|P56377|P61966|Q10567|Q96PC3|Q9BXS5|Q9Y6Q5	hsa:10053|hsa:1174|hsa:130340|hsa:162|hsa:164|hsa:8905|hsa:8906|hsa:8907
297	P27449|P61421|Q13488|Q15904|Q8N8Y2|Q93050|Q99437|Q9HBG4|Q9UI12|Q9Y487	hsa:10312|hsa:23545|hsa:245972|hsa:50617|hsa:51606|hsa:527|hsa:533|hsa:535|hsa:537|hsa:9114
301	Q9NZ52|Q9UJY4|Q9UJY5	hsa:23062|hsa:23163|hsa:26088
303	O00203|O14617|P53677|P59780|Q13367|Q92572|Q9Y2T2	hsa:10239|hsa:10947|hsa:1176|hsa:26985|hsa:8120|hsa:8546|hsa:8943
305	P13686	hsa:54
306	O00189|Q9UPM8|Q9Y587|Q9Y6B7	hsa:10717|hsa:11154|hsa:23431|hsa:9179
314	O43820|P38567|Q12794|Q12891|Q2M3T9	hsa:23553|hsa:3373|hsa:6677|hsa:8372|hsa:8692
315	Q8NBK3	hsa:285362
316	Q9GZU1	hsa:57192
317	Q9GZU1	hsa:57192
323	Q99732	hsa:9516
