#id	component_ids	mapped_names	kegg_names
338	10|126	P05556	hsa:3676 hsa:3678|hsa:3688
339	18|20	P56945	hsa:1398 hsa:1399|hsa:9564
340	22|311	Q14185	hsa:1793|hsa:63916 hsa:9844
341	88|89	P29466|Q9ULZ3	hsa:29108|hsa:834
342	204|206	P51617|Q9NWZ3	hsa:3654|hsa:51135
343	179|184|185	O43318|Q15750|Q9NYJ8	hsa:10454|hsa:23118|hsa:6885
344	178|181|187	O14920|O15111|Q9Y6K9	hsa:1147|hsa:3551|hsa:8517
345	130|337	P06239	hsa:3932|hsa:920 hsa:925 hsa:926 hsa:927
