#id	mapped_name	kegg_name
4	P04626	hsa:2064
5	P01116	hsa:3845
6	O00329|O00459|P27986|P42336|P42338|Q92569	hsa:5290|hsa:5291|hsa:5293|hsa:5295|hsa:5296|hsa:8503
7	Q15052	hsa:9459
8	P31749|P31751|Q9Y243	hsa:10000|hsa:207|hsa:208
9	P15153|P60763|P63000	hsa:5879|hsa:5880|hsa:5881
10	O14920|O15111|Q9Y6K9	hsa:1147|hsa:3551|hsa:8517
11	P19838|Q04206	hsa:4790|hsa:5970
12	Q92934	hsa:572
13	Q07817	hsa:598
14	P04049|P10398|P15056	hsa:369|hsa:5894|hsa:673
15	P55211	hsa:842
16	Q02750	hsa:5604
17	P27361|P28482	hsa:5594|hsa:5595
18	Q12967	hsa:5900
19	P11233|P11234	hsa:5898|hsa:5899
20	Q15311	hsa:10928
21	O14939|Q13393	hsa:5337|hsa:5338
22	P45983|P45984|P53779	hsa:5599|hsa:5601|hsa:5602
23	P01135	hsa:7039
24	P01133	hsa:1950
25	O00329|O00459|P27986|P42336|P42338|Q92569	hsa:5290|hsa:5291|hsa:5293|hsa:5295|hsa:5296|hsa:8503
26	P23458	hsa:3716
27	P31749|P31751|Q9Y243	hsa:10000|hsa:207|hsa:208
28	P40763	hsa:6774
29	P42224	hsa:6772
30	Q07817	hsa:598
31	P19838|Q04206	hsa:4790|hsa:5970
32	P15692	hsa:7422
33	P42771	hsa:1029
34	P15153|P60763|P60953|P63000	hsa:5879|hsa:5880|hsa:5881|hsa:998
35	P11802|Q00534	hsa:1019|hsa:1021
36	P06400	hsa:5925
37	O00716|Q01094|Q14209	hsa:1869|hsa:1870|hsa:1871
38	P01137|P10600|P61812	hsa:7040|hsa:7042|hsa:7043
39	P36897	hsa:7046
40	P37173	hsa:7048
41	P84022|Q15796	hsa:4087|hsa:4088
42	Q13485	hsa:4089
43	P51587	hsa:675
44	Q06609	hsa:5888
51	P00533	hsa:1956
52	P24385	hsa:595
141	P42345	hsa:2475
142	P23443|Q9UBS0	hsa:6198|hsa:6199
144	P04637	hsa:7157
150	P38936	hsa:1026
151	O75293|O95257|P24522	hsa:10912|hsa:1647|hsa:4616
152	Q07812	hsa:581
153	Q16611	hsa:578
154	Q92466	hsa:1643
155	Q9UBT6	hsa:51426
