#id	component_ids	mapped_names	kegg_names
249	159|185	O14746	hsa:7015
250	200|203	P24385	hsa:1019 hsa:1021|hsa:595
251	130|132	P36897|P37173	hsa:7046|hsa:7048
253	66|67|69	P49841	hsa:10297 hsa:324|hsa:2932|hsa:8312 hsa:8313
254	65|68	P35222	hsa:122011 hsa:1452|hsa:1499
255	144|236|237|238|239|240	Q969G3	hsa:51412 hsa:86|hsa:55274 hsa:8110 hsa:8193|hsa:57492 hsa:8289|hsa:60 hsa:71|hsa:6602 hsa:6603 hsa:6604|hsa:6605
256	145|146|147|148	Q12824	hsa:6595 hsa:6597|hsa:6598|hsa:6599 hsa:6601|hsa:6599 hsa:6601
257	149|241|242|243|244|245|246|247	Q68CP9|Q86U86|Q969G3|Q9NPI1	hsa:196528|hsa:29117|hsa:51412 hsa:86|hsa:55193|hsa:55274 hsa:8110 hsa:8193|hsa:60 hsa:71|hsa:6602 hsa:6603 hsa:6604|hsa:6605
