#id	component_ids	mapped_names	kegg_names
202	24|25	P08047	hsa:1387 hsa:2033|hsa:6667
203	28|29|30	P28749|Q14186	hsa:1874 hsa:1875|hsa:5933|hsa:7027
204	44|8|9	P62877|P63208|Q13616	hsa:6500|hsa:8454|hsa:9978
205	49|50	P36897|P37173	hsa:7046|hsa:7048
206	172|178	Q6ZVN8|Q92859	hsa:148738|hsa:4756
207	187|188	Q13485	hsa:4086 hsa:4090 hsa:4093|hsa:4089
208	46|60	Q13485	hsa:4086 hsa:4090 hsa:4093|hsa:4089
209	15|19	Q13485	hsa:4087 hsa:4088|hsa:4089
210	41|43	Q13485	hsa:4087 hsa:4088|hsa:4089
