#id1	id2	type	subtype
459	686	PPrel	activation
137	123	PPrel	activation
561	709	PPrel	activation
248	231	PPrel	activation
460	686	PPrel	activation
134	120	PPrel	activation
558	710	PPrel	activation
246	231	PPrel	activation
462	686	PPrel	activation
133	119	PPrel	activation
558	711	PPrel	activation
245	231	PPrel	activation
463	686	PPrel	activation
132	118	PPrel	activation
558	712	PPrel	activation
267	232	PPrel	activation
464	686	PPrel	activation
131	117	PPrel	activation
558	713	PPrel	activation
248	232	PPrel	activation
461	687	PPrel	activation
131	116	PPrel	activation
531	697	PPrel	activation
558	714	PPrel	activation
246	232	PPrel	activation
94	687	PPrel	activation
130	117	PPrel	activation
531	698	PPrel	activation
558	715	PPrel	activation
245	232	PPrel	activation
465	688	PPrel	activation
130	116	PPrel	activation
399	397	PPrel	activation
558	716	PPrel	activation
266	232	PPrel	activation
99	689	PPrel	activation
130	115	PPrel	activation
399	358	PPrel	activation
558	717	PPrel	activation
265	232	PPrel	activation
353	689	PPrel	activation
400	398	PPrel	activation
558	718	PPrel	activation
247	232	PPrel	activation
98	352	PPrel	activation
400	358	PPrel	activation
559	710	PPrel	activation
237	230	PPrel	activation
354	351	PPrel	activation
368	358	PPrel	activation
559	711	PPrel	activation
446	230	PPrel	activation
97	690	PPrel	activation
368	366	PPrel	activation
559	712	PPrel	activation
244	230	PPrel	activation
485	489	PPrel	activation
367	358	PPrel	activation
559	713	PPrel	activation
243	230	PPrel	activation
487	490	PPrel	activation
367	366	PPrel	activation
559	714	PPrel	activation
242	230	PPrel	activation
488	490	PPrel	activation
362	359	PPrel	activation
559	715	PPrel	activation
240	230	PPrel	activation
264	249	PPrel	activation
360	359	PPrel	activation
559	716	PPrel	activation
240	228	PPrel	activation
264	250	PPrel	activation
363	359	PPrel	activation
559	717	PPrel	activation
241	229	PPrel	activation
141	249	PPrel	activation
364	359	PPrel	activation
559	718	PPrel	activation
241	346	PPrel	activation
141	250	PPrel	activation
411	409	PPrel	activation
101	710	PPrel	activation
239	227	PPrel	activation
141	127	PPrel	activation
410	409	PPrel	activation
101	711	PPrel	activation
235	226	PPrel	activation
141	126	PPrel	activation
