#id	mapped_name	kegg_name
4	P04629	hsa:4914
5	Q16620	hsa:4915
6	Q16288	hsa:4916
8	P23560	hsa:627
9	P34130	hsa:4909
10	P20783	hsa:4908
11	O00329|O00459|P27986|P42336|P42338|Q92569	hsa:5290|hsa:5291|hsa:5293|hsa:5295|hsa:5296|hsa:8503
12	P16885|P19174	hsa:5335|hsa:5336
20	P29353|P98077|Q6S5L8|Q92529	hsa:25759|hsa:399694|hsa:53358|hsa:6464
23	P62993	hsa:2885
28	Q05655	hsa:5580
31	P01138	hsa:4803
32	P08138	hsa:4804
33	P31749|P31751|Q9Y243	hsa:10000|hsa:207|hsa:208
34	P01111|P01112|P01116	hsa:3265|hsa:3845|hsa:4893
35	P36507|Q02750	hsa:5604|hsa:5605
37	P04049|P15056	hsa:5894|hsa:673
44	Q07889|Q07890	hsa:6654|hsa:6655
52	P27361|P28482	hsa:5594|hsa:5595
53	P51812|Q15349|Q15418|Q9UK32	hsa:27330|hsa:6195|hsa:6196|hsa:6197
55	P46108|P46109	hsa:1398|hsa:1399
56	Q13905	hsa:2889
57	P61224|P62834	hsa:5906|hsa:5908
58	Q06124	hsa:5781
59	P15056	hsa:673
60	Q13480	hsa:2549
62	Q92934	hsa:572
63	P49841	hsa:2932
64	O43524	hsa:2309
65	O00221|P25963|Q15653	hsa:4792|hsa:4793|hsa:4794
66	P19838|Q04206	hsa:4790|hsa:5970
69	P18848	hsa:468
71	Q8WU20	hsa:10818
78	O15530	hsa:5170
82	P48023	hsa:356
94	Q99523	hsa:6272
96	Q9ULH0	hsa:57498
99	O75582	hsa:9252
103	Q13554|Q13555|Q13557|Q16566|Q9UQM7	hsa:814|hsa:815|hsa:816|hsa:817|hsa:818
104	P18848	hsa:468
109	P42679	hsa:4145
113	P45983|P45984|P53779	hsa:5599|hsa:5601|hsa:5602
114	P61586	hsa:387
115	P04637	hsa:7157
122	Q13233	hsa:4214
125	P05412	hsa:3725
126	Q99683	hsa:4217
128	P35568	hsa:3667
131	P49137	hsa:9261
132	O15264|P53778|Q15759|Q16539	hsa:1432|hsa:5600|hsa:5603|hsa:6300
136	Q13163	hsa:5607
137	Q13164	hsa:5598
141	Q99759	hsa:4215
145	P52565|P52566|Q99819	hsa:396|hsa:397|hsa:398
149	O14492	hsa:10603
150	Q9NRF2|Q9UQQ2	hsa:10019|hsa:25970
152	P00519	hsa:25
154	O14733	hsa:5609
156	P60953	hsa:998
157	P63000	hsa:5879
159	O15350	hsa:7161
162	Q9Y4K3	hsa:7189
163	Q96GC6	hsa:10782
164	Q9Y5V3	hsa:9500
165	Q9UKN5	hsa:11108
166	Q00994	hsa:27018
167	O43353	hsa:8767
168	O43187|P51617|Q9NWZ3|Q9Y616	hsa:11213|hsa:3654|hsa:3656|hsa:51135
170	Q9Y4K3	hsa:7189
174	P62258	hsa:7531
176	O14920	hsa:3551
180	P10415	hsa:596
181	P0DP23|P0DP24|P0DP25|P27482|Q8TD86|Q96GE6|Q9NZT1	hsa:163688|hsa:51806|hsa:801|hsa:805|hsa:808|hsa:810|hsa:91860
200	P49768|P49810	hsa:5663|hsa:5664
209	P19838|Q04206	hsa:4790|hsa:5970
216	Q07812	hsa:581
227	O00221|P25963|Q15653	hsa:4792|hsa:4793|hsa:4794
