#id1	id2	type	subtype
48	45	PPrel	compound
57	56	PPrel	activation
66	64	PPrel	activation
49	29	PPrel	indirect effect
42	63	PPrel	activation
67	24	PPrel	compound
53	29	PPrel	inhibition|phosphorylation
49	39	PPrel	activation
62	48	PPrel	activation
67	69	PPrel	compound
59	49	PPrel	activation
38	29	PPrel	inhibition|phosphorylation
69	24	PPrel	compound
39	40	PPrel	activation
52	41	PPrel	compound
58	57	PPrel	activation
68	62	PPrel	activation
41	31	PPrel	indirect effect
24	31	PPrel	indirect effect
45	31	PPrel	indirect effect
61	62	PPrel	activation
43	29	PPrel	inhibition|phosphorylation
53	31	PPrel	inhibition|phosphorylation
40	38	PPrel	activation
38	31	PPrel	inhibition|phosphorylation
65	63	PPrel	activation
49	31	PPrel	indirect effect
29	46	PPrel	binding/association
44	28	PPrel	activation
45	29	PPrel	indirect effect
24	29	PPrel	indirect effect
28	56	PPrel	activation
41	29	PPrel	indirect effect
64	48	PPrel	inhibition
56	55	PPrel	activation
23	33	PPrel	activation|phosphorylation
55	54	PPrel	activation
29	30	PPrel	binding/association
54	53	PPrel	activation
60	59	PPrel	activation
29	31	PPrel	binding/association
31	32	PPrel	binding/association
59	58	PPrel	activation
30	32	PPrel	binding/association
34	47	PPrel	binding/association
63	67	PPrel	activation
34	50	PPrel	binding/association
33	34	PPrel	binding/association
35	51	PPrel	binding/association
