#id1	id2	type	subtype
98	118	ECrel	compound
106	127	ECrel	compound
97	108	ECrel	compound
97	118	ECrel	compound
106	107	ECrel	compound
97	220	ECrel	compound
98	108	ECrel	compound
118	127	ECrel	compound
98	220	ECrel	compound
100	108	ECrel	compound
107	118	ECrel	compound
99	220	ECrel	compound
108	128	ECrel	compound
106	118	ECrel	compound
100	220	ECrel	compound
99	108	ECrel	compound
132	137	ECrel	compound
128	214	ECrel	compound
108	118	ECrel	compound
128	132	ECrel	compound
137	214	ECrel	compound
108	132	ECrel	compound
100	132	ECrel	compound
108	137	ECrel	compound
99	132	ECrel	compound
132	214	ECrel	compound
119	128	ECrel	compound
98	132	ECrel	compound
144	215	ECrel	compound
119	137	ECrel	compound
97	132	ECrel	compound
145	215	ECrel	compound
119	132	ECrel	compound
127	132	ECrel	compound
140	215	ECrel	compound
118	119	ECrel	compound
107	132	ECrel	compound
139	215	ECrel	compound
119	220	ECrel	compound
106	132	ECrel	compound
142	215	ECrel	compound
106	108	ECrel	compound
128	137	ECrel	compound
138	215	ECrel	compound
107	108	ECrel	compound
100	137	ECrel	compound
129	215	ECrel	compound
108	127	ECrel	compound
99	137	ECrel	compound
97	216	ECrel	compound
100	119	ECrel	compound
98	137	ECrel	compound
97	214	ECrel	compound
97	137	ECrel	compound
98	216	ECrel	compound
127	137	ECrel	compound
98	214	ECrel	compound
107	137	ECrel	compound
99	216	ECrel	compound
106	137	ECrel	compound
99	214	ECrel	compound
100	128	ECrel	compound
100	216	ECrel	compound
99	128	ECrel	compound
100	214	ECrel	compound
98	128	ECrel	compound
128	216	ECrel	compound
97	128	ECrel	compound
137	216	ECrel	compound
127	128	ECrel	compound
132	216	ECrel	compound
107	128	ECrel	compound
216	108	ECrel	compound
106	128	ECrel	compound
216	120	ECrel	compound
100	127	ECrel	compound
216	119	ECrel	compound
100	107	ECrel	compound
216	130	ECrel	compound
139	144	ECrel	compound
100	106	ECrel	compound
216	106	ECrel	compound
99	127	ECrel	compound
216	107	ECrel	compound
99	107	ECrel	compound
216	127	ECrel	compound
99	106	ECrel	compound
139	145	ECrel	compound
98	127	ECrel	compound
120	214	ECrel	compound
100	217	ECrel	compound
139	140	ECrel	compound
98	107	ECrel	compound
119	214	ECrel	compound
217	98	ECrel	compound
98	106	ECrel	compound
108	214	ECrel	compound
217	97	ECrel	compound
97	127	ECrel	compound
130	214	ECrel	compound
217	127	ECrel	compound
97	107	ECrel	compound
106	214	ECrel	compound
217	107	ECrel	compound
97	106	ECrel	compound
107	214	ECrel	compound
217	106	ECrel	compound
107	127	ECrel	compound
127	214	ECrel	compound
217	130	ECrel	compound
217	108	ECrel	compound
219	107	ECrel	compound
106	130	ECrel	compound
217	119	ECrel	compound
219	127	ECrel	compound
108	220	ECrel	compound
217	120	ECrel	compound
219	130	ECrel	compound
219	106	ECrel	compound
140	142	ECrel	compound
217	216	ECrel	compound
138	140	ECrel	compound
217	214	ECrel	compound
107	130	ECrel	compound
217	220	ECrel	compound
127	130	ECrel	compound
217	118	ECrel	compound
97	130	ECrel	compound
217	132	ECrel	compound
98	130	ECrel	compound
99	130	ECrel	compound
217	137	ECrel	compound
100	130	ECrel	compound
217	128	ECrel	compound
128	130	ECrel	compound
130	137	ECrel	compound
130	132	ECrel	compound
99	119	ECrel	compound
218	132	ECrel	compound
118	130	ECrel	compound
98	119	ECrel	compound
220	130	ECrel	compound
97	119	ECrel	compound
218	137	ECrel	compound
120	130	ECrel	compound
119	127	ECrel	compound
218	128	ECrel	compound
119	130	ECrel	compound
107	119	ECrel	compound
218	100	ECrel	compound
108	130	ECrel	compound
106	119	ECrel	compound
218	99	ECrel	compound
54	100	ECrel	compound
220	120	ECrel	compound
218	217	ECrel	compound
118	120	ECrel	compound
53	99	ECrel	compound
218	98	ECrel	compound
52	98	ECrel	compound
120	132	ECrel	compound
218	97	ECrel	compound
51	97	ECrel	compound
120	137	ECrel	compound
125	132	ECrel	compound
120	128	ECrel	compound
218	127	ECrel	compound
125	131	ECrel	compound
100	120	ECrel	compound
218	107	ECrel	compound
131	133	ECrel	compound
99	120	ECrel	compound
218	106	ECrel	compound
131	135	ECrel	compound
98	120	ECrel	compound
99	118	ECrel	compound
218	130	ECrel	compound
133	135	ECrel	compound
97	120	ECrel	compound
218	108	ECrel	compound
135	136	ECrel	compound
120	127	ECrel	compound
218	119	ECrel	compound
133	134	ECrel	compound
107	120	ECrel	compound
218	120	ECrel	compound
103	112	ECrel	compound
106	120	ECrel	compound
119	219	ECrel	compound
104	112	ECrel	compound
220	132	ECrel	compound
108	219	ECrel	compound
103	128	ECrel	compound
220	137	ECrel	compound
120	219	ECrel	compound
104	128	ECrel	compound
220	128	ECrel	compound
219	132	ECrel	compound
112	128	ECrel	compound
220	127	ECrel	compound
219	137	ECrel	compound
141	142	ECrel	compound
107	220	ECrel	compound
219	128	ECrel	compound
129	138	ECrel	compound
106	220	ECrel	compound
219	100	ECrel	compound
129	142	ECrel	compound
118	132	ECrel	compound
219	99	ECrel	compound
138	142	ECrel	compound
118	137	ECrel	compound
219	217	ECrel	compound
129	139	ECrel	compound
118	128	ECrel	compound
219	98	ECrel	compound
138	139	ECrel	compound
100	118	ECrel	compound
219	97	ECrel	compound
129	140	ECrel	compound
139	142	ECrel	compound
