#id1	id2	type	subtype
204	43	PPrel	inhibition
53	47	PPrel	activation|indirect effect
151	56	PPrel	inhibition
47	43	PPrel	inhibition
45	60	PPrel	inhibition
152	50	PPrel	inhibition
54	47	PPrel	activation|indirect effect
47	60	PPrel	inhibition
45	43	PPrel	inhibition
153	33	PPrel	inhibition
21	22	PPrel	inhibition
159	43	PPrel	inhibition
166	51	PPrel	inhibition
21	19	PPrel	inhibition
56	60	PPrel	activation|phosphorylation
196	57	PPrel	inhibition
61	57	PPrel	inhibition
50	43	PPrel	activation|phosphorylation
170	175	PPrel	activation
58	57	PPrel	inhibition
33	22	PPrel	activation|phosphorylation
176	175	PPrel	activation
7	6	PPrel	inhibition
18	19	PPrel	activation|phosphorylation
179	184	PPrel	activation
51	49	PPrel	activation
6	51	PPrel	inhibition
38	37	PPrel	activation|dephosphorylation
175	188	PPrel	activation|phosphorylation
52	51	PPrel	inhibition
184	60	PPrel	activation|phosphorylation
34	51	PPrel	inhibition
178	172	PPrel	binding/association
36	51	PPrel	inhibition
57	55	PPrel	activation
175	174	PPrel	binding/association
35	34	PPrel	inhibition
34	32	PPrel	activation
184	183	PPrel	binding/association
34	20	PPrel	inhibition
20	17	PPrel	activation
181	184	PPrel	binding/association
36	20	PPrel	inhibition
60	46	PPrel	activation
175	206	PPrel	binding/association
48	205	PPrel	inhibition
43	41	PPrel	activation
47	48	PPrel	binding/association
22	16	PPrel	activation
42	43	PPrel	dissociation
19	15	PPrel	activation
59	57	PPrel	inhibition
40	39	PPrel	activation
210	203	PPrel	activation
49	40	PPrel	activation
49	38	PPrel	activation
27	26	PPrel	inhibition
