#id	mapped_name	kegg_name
32	P14060|P26439	hsa:3283|hsa:3284
33	P14060|P26439	hsa:3283|hsa:3284
34	P14060|P26439	hsa:3283|hsa:3284
35	P14060|P26439	hsa:3283|hsa:3284
36	P37059|P42330	hsa:3294|hsa:8644
37	P22888	hsa:3973
38	P01215|P01229	hsa:1081|hsa:3972
39	P49675	hsa:6770
40	P05108	hsa:1583
41	P05093	hsa:1586
42	P05093	hsa:1586
43	O95467|P63092	hsa:2778
44	O43306|O60266|O60503|O95622|P40145|P51828|Q08462|Q08828|Q8NFM4	hsa:107|hsa:108|hsa:109|hsa:111|hsa:112|hsa:113|hsa:114|hsa:115|hsa:196883
48	P01215|P01225	hsa:1081|hsa:2488
49	P23945	hsa:2492
50	O95467|P63092	hsa:2778
51	O43306|O60266|O60503|O95622|P40145|P51828|Q08462|Q08828|Q8NFM4	hsa:107|hsa:108|hsa:109|hsa:111|hsa:112|hsa:113|hsa:114|hsa:115|hsa:196883
62	P37059|P42330	hsa:3294|hsa:8644
64	P11511	hsa:1588
66	P11511	hsa:1588
69	Q16678	hsa:1545
70	P04798	hsa:1543
72	P14061|P56937	hsa:3292|hsa:51478
79	P14061|P42330	hsa:3292|hsa:8644
80	P17612|P22612|P22694	hsa:5566|hsa:5567|hsa:5568
84	P49753|Q86TX2|Q8N9L9	hsa:10965|hsa:122970|hsa:641371
99	P01308	hsa:3630
100	P06213	hsa:3643
101	P05019	hsa:3479
102	P08069	hsa:3480
103	P01308	hsa:3630
104	P06213	hsa:3643
105	P05019	hsa:3479
106	P08069	hsa:3480
112	P01130	hsa:3949
123	P09917	hsa:240
124	P51589	hsa:1573
125	P35354	hsa:5743
128	P0C869|P47712|Q3MJ16|Q68DD2|Q86XP0|Q9UP65	hsa:100137049|hsa:123745|hsa:255189|hsa:283748|hsa:5321|hsa:8605|hsa:8681
143	O95972	hsa:9210
144	P22004	hsa:654
154	P05093	hsa:1586
155	P05093	hsa:1586
157	P17612|P22612|P22694	hsa:5566|hsa:5567|hsa:5568
161	Q8WTV0	hsa:949
