#id1	id2	type	subtype
152	153	PPrel	activation
276	277	PPrel	activation
261	259	PPrel	activation|phosphorylation
61	53	PPrel	activation
235	352	PPrel	activation|phosphorylation
49	52	PPrel	activation
232	351	PPrel	inhibition|phosphorylation
51	49	PPrel	activation
48	47	PPrel	activation
217	259	PPrel	activation
24	16	PPrel	inhibition
358	137	PPrel	activation
357	217	PPrel	activation
259	218	PPrel	activation|phosphorylation
260	261	PPrel	activation
237	238	PPrel	binding/association
333	328	PPrel	inhibition
265	240	PPrel	inhibition
239	240	PPrel	activation|phosphorylation
153	154	PPrel	activation
334	333	PPrel	inhibition
24	17	PPrel	inhibition
293	291	PPrel	indirect effect|inhibition
67	153	PPrel	activation
277	275	PPrel	inhibition|phosphorylation
