#id	mapped_name	kegg_name
65	O95985|Q13472	hsa:7156|hsa:8940
66	P54132	hsa:641
67	P60896	hsa:7979
68	P43351	hsa:5893
69	P49959	hsa:4361
70	Q92878	hsa:10111
71	O43542	hsa:7517
72	O43502	hsa:5889
73	O43543	hsa:7516
74	O43543	hsa:7516
75	O75771	hsa:5892
76	O75771	hsa:5892
77	O43502	hsa:5889
78	O15315	hsa:5890
79	O43502	hsa:5889
95	Q96NY9	hsa:80198
99	P49959	hsa:4361
100	Q92878	hsa:10111
101	O15315	hsa:5890
102	O60934	hsa:4683
103	P15927|P27694|P35244|Q13156	hsa:29935|hsa:6117|hsa:6118|hsa:6119
104	Q06609	hsa:5888
110	Q96AY2	hsa:146956
112	P51587	hsa:675
114	Q92698|Q9Y620	hsa:25788|hsa:8438
115	P28340|P49005|Q15054|Q9HCU8	hsa:10714|hsa:5424|hsa:5425|hsa:57804
116	P54132	hsa:641
120	Q04837	hsa:6742
321	Q8IZU3	hsa:50511
324	P38398	hsa:672
325	Q99708	hsa:5932
326	Q86YC2	hsa:79728
327	Q96RL1	hsa:51720
328	Q6UWZ7	hsa:84142
329	Q9BX63	hsa:83990
330	Q99728	hsa:580
331	Q92547	hsa:11073
332	Q13315	hsa:472
335	Q9NXR7	hsa:9577
336	Q9NWV8	hsa:29086
337	P46736	hsa:79184
