#id1	id2	type	subtype
187	31	PPrel	activation
187	129	PPrel	activation
37	21	PPrel	activation|indirect effect
108	109	PPrel	activation
31	32	PPrel	activation
21	22	PPrel	activation
109	31	PPrel	activation
32	26	PPrel	activation
26	27	PPrel	activation
27	28	PPrel	activation|phosphorylation
28	29	PPrel	activation|phosphorylation
15	16	PPrel	activation
109	129	PPrel	activation
153	154	PPrel	binding/association
129	42	PPrel	activation
155	223	PPrel	activation
95	240	PPrel	activation
153	156	PPrel	binding/association
96	98	PPrel	binding/association
60	58	PPrel	activation
43	35	PPrel	activation|indirect effect
58	57	PPrel	binding/association
43	232	PPrel	inhibition
16	17	PPrel	activation
238	244	PPrel	activation
58	56	PPrel	inhibition
17	8	PPrel	activation
244	15	PPrel	activation
242	243	PPrel	inhibition|phosphorylation
8	9	PPrel	activation
244	36	PPrel	activation
55	51	PPrel	activation
9	10	PPrel	activation|phosphorylation
37	185	PPrel	inhibition|phosphorylation
171	170	PPrel	dissociation
10	11	PPrel	activation|phosphorylation
185	186	PPrel	inhibition
246	171	PPrel	activation|phosphorylation
189	187	PPrel	activation
