#id	mapped_name	kegg_name
4	P60953	hsa:998
12	P35968	hsa:3791
13	P16885|P19174	hsa:5335|hsa:5336
14	Q9NRA0|Q9NYA1	hsa:56848|hsa:8877
17	P35354	hsa:5743
18	P0C869|P47712|Q3MJ16|Q68DD2|Q86XP0|Q9UP65	hsa:100137049|hsa:123745|hsa:255189|hsa:283748|hsa:5321|hsa:8605|hsa:8681
19	P04792	hsa:3315
20	P49137|Q16644	hsa:7867|hsa:9261
21	P16298|P48454|P63098|Q08209|Q96LZ3	hsa:5530|hsa:5532|hsa:5533|hsa:5534|hsa:5535
22	P31749|P31751|Q9Y243	hsa:10000|hsa:207|hsa:208
23	O00329|O00459|P27986|P42336|P42338|Q92569	hsa:5290|hsa:5291|hsa:5293|hsa:5295|hsa:5296|hsa:8503
24	Q13469	hsa:4773
25	P05129|P05771|P17252	hsa:5578|hsa:5579|hsa:5582
26	Q05397	hsa:5747
27	O15264|P53778|Q15759|Q16539	hsa:1432|hsa:5600|hsa:5603|hsa:6300
28	P49023	hsa:5829
29	Q9NP31	hsa:9047
30	P12931	hsa:6714
31	P98077	hsa:25759
32	P15692	hsa:7422
35	P27361|P28482	hsa:5594|hsa:5595
36	P36507|Q02750	hsa:5604|hsa:5605
37	P04049	hsa:5894
38	P01111|P01112|P01116	hsa:3265|hsa:3845|hsa:4893
39	P29474	hsa:4846
40	P55211	hsa:842
41	Q92934	hsa:572
42	P15153|P60763|P63000	hsa:5879|hsa:5880|hsa:5881
